month,entity,division,journal_id,journal_type,account,debit,credit,counterparty,description,cash_flow_category,product,customer
2023-10,US01,Software,ECLCLOSE-2023-10-US01-Software,closing,6050_CREDIT_LOSS_EXPENSE,195.92,0.0,PROVISION,Close release Expected credit loss allowance,,,
2023-10,US01,Software,ECLCLOSE-2023-10-US01-Software,closing,3200_RETAINED_EARNINGS,0.0,195.92,PROVISION,Close release Expected credit loss allowance,,,
2023-11,DE01,Hardware,ECL-2023-11-DE01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,3864.07,0.0,PROVISION,Expected credit loss allowance,,,
2023-11,DE01,Hardware,ECL-2023-11-DE01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,3864.07,PROVISION,Expected credit loss allowance,,,
2023-11,DE01,Hardware,ECLCLOSE-2023-11-DE01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,3864.07,PROVISION,Close Expected credit loss allowance,,,
2023-11,DE01,Hardware,ECLCLOSE-2023-11-DE01-Hardware,closing,3200_RETAINED_EARNINGS,3864.07,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-11,DE01,Software,ECL-2023-11-DE01-Software,provision_release,1190_CREDIT_LOSS_ALLOWANCE,1.57,0.0,PROVISION,Release Expected credit loss allowance,,,
2023-11,DE01,Software,ECL-2023-11-DE01-Software,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,1.57,PROVISION,Release Expected credit loss allowance,,,
2023-11,DE01,Software,ECLCLOSE-2023-11-DE01-Software,closing,6050_CREDIT_LOSS_EXPENSE,1.57,0.0,PROVISION,Close release Expected credit loss allowance,,,
2023-11,DE01,Software,ECLCLOSE-2023-11-DE01-Software,closing,3200_RETAINED_EARNINGS,0.0,1.57,PROVISION,Close release Expected credit loss allowance,,,
2023-11,ES01,Events,ECL-2023-11-ES01-Events,provision_release,1190_CREDIT_LOSS_ALLOWANCE,499.84,0.0,PROVISION,Release Expected credit loss allowance,,,
2023-11,ES01,Events,ECL-2023-11-ES01-Events,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,499.84,PROVISION,Release Expected credit loss allowance,,,
2023-11,ES01,Events,ECLCLOSE-2023-11-ES01-Events,closing,6050_CREDIT_LOSS_EXPENSE,499.84,0.0,PROVISION,Close release Expected credit loss allowance,,,
2023-11,ES01,Events,ECLCLOSE-2023-11-ES01-Events,closing,3200_RETAINED_EARNINGS,0.0,499.84,PROVISION,Close release Expected credit loss allowance,,,
2023-11,ES01,Hardware,ECL-2023-11-ES01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,484.18,0.0,PROVISION,Expected credit loss allowance,,,
2023-11,ES01,Hardware,ECL-2023-11-ES01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,484.18,PROVISION,Expected credit loss allowance,,,
2023-11,ES01,Hardware,ECLCLOSE-2023-11-ES01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,484.18,PROVISION,Close Expected credit loss allowance,,,
2023-11,ES01,Hardware,ECLCLOSE-2023-11-ES01-Hardware,closing,3200_RETAINED_EARNINGS,484.18,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-11,ES01,Spare Parts,ECL-2023-11-ES01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,351.03,0.0,PROVISION,Expected credit loss allowance,,,
2023-11,ES01,Spare Parts,ECL-2023-11-ES01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,351.03,PROVISION,Expected credit loss allowance,,,
2023-11,ES01,Spare Parts,ECLCLOSE-2023-11-ES01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,351.03,PROVISION,Close Expected credit loss allowance,,,
2023-11,ES01,Spare Parts,ECLCLOSE-2023-11-ES01-SpareParts,closing,3200_RETAINED_EARNINGS,351.03,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-11,JP01,Hardware,ECL-2023-11-JP01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,1027.16,0.0,PROVISION,Expected credit loss allowance,,,
2023-11,JP01,Hardware,ECL-2023-11-JP01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,1027.16,PROVISION,Expected credit loss allowance,,,
2023-11,JP01,Hardware,ECLCLOSE-2023-11-JP01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,1027.16,PROVISION,Close Expected credit loss allowance,,,
2023-11,JP01,Hardware,ECLCLOSE-2023-11-JP01-Hardware,closing,3200_RETAINED_EARNINGS,1027.16,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-11,JP01,Software,ECL-2023-11-JP01-Software,provision_release,1190_CREDIT_LOSS_ALLOWANCE,39.73,0.0,PROVISION,Release Expected credit loss allowance,,,
2023-11,JP01,Software,ECL-2023-11-JP01-Software,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,39.73,PROVISION,Release Expected credit loss allowance,,,
2023-11,JP01,Software,ECLCLOSE-2023-11-JP01-Software,closing,6050_CREDIT_LOSS_EXPENSE,39.73,0.0,PROVISION,Close release Expected credit loss allowance,,,
2023-11,JP01,Software,ECLCLOSE-2023-11-JP01-Software,closing,3200_RETAINED_EARNINGS,0.0,39.73,PROVISION,Close release Expected credit loss allowance,,,
2023-11,JP01,Spare Parts,ECL-2023-11-JP01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,321.01,0.0,PROVISION,Expected credit loss allowance,,,
2023-11,JP01,Spare Parts,ECL-2023-11-JP01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,321.01,PROVISION,Expected credit loss allowance,,,
2023-11,JP01,Spare Parts,ECLCLOSE-2023-11-JP01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,321.01,PROVISION,Close Expected credit loss allowance,,,
2023-11,JP01,Spare Parts,ECLCLOSE-2023-11-JP01-SpareParts,closing,3200_RETAINED_EARNINGS,321.01,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-11,US01,Events,ECL-2023-11-US01-Events,provision,6050_CREDIT_LOSS_EXPENSE,280.09,0.0,PROVISION,Expected credit loss allowance,,,
2023-11,US01,Events,ECL-2023-11-US01-Events,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,280.09,PROVISION,Expected credit loss allowance,,,
2023-11,US01,Events,ECLCLOSE-2023-11-US01-Events,closing,6050_CREDIT_LOSS_EXPENSE,0.0,280.09,PROVISION,Close Expected credit loss allowance,,,
2023-11,US01,Events,ECLCLOSE-2023-11-US01-Events,closing,3200_RETAINED_EARNINGS,280.09,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-11,US01,Hardware,ECL-2023-11-US01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,637.19,0.0,PROVISION,Expected credit loss allowance,,,
2023-11,US01,Hardware,ECL-2023-11-US01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,637.19,PROVISION,Expected credit loss allowance,,,
2023-11,US01,Hardware,ECLCLOSE-2023-11-US01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,637.19,PROVISION,Close Expected credit loss allowance,,,
2023-11,US01,Hardware,ECLCLOSE-2023-11-US01-Hardware,closing,3200_RETAINED_EARNINGS,637.19,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-11,US01,Software,ECL-2023-11-US01-Software,provision,6050_CREDIT_LOSS_EXPENSE,31.38,0.0,PROVISION,Expected credit loss allowance,,,
2023-11,US01,Software,ECL-2023-11-US01-Software,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,31.38,PROVISION,Expected credit loss allowance,,,
2023-11,US01,Software,ECLCLOSE-2023-11-US01-Software,closing,6050_CREDIT_LOSS_EXPENSE,0.0,31.38,PROVISION,Close Expected credit loss allowance,,,
2023-11,US01,Software,ECLCLOSE-2023-11-US01-Software,closing,3200_RETAINED_EARNINGS,31.38,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-12,DE01,Hardware,ECL-2023-12-DE01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,908.19,0.0,PROVISION,Expected credit loss allowance,,,
2023-12,DE01,Hardware,ECL-2023-12-DE01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,908.19,PROVISION,Expected credit loss allowance,,,
2023-12,DE01,Hardware,ECLCLOSE-2023-12-DE01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,908.19,PROVISION,Close Expected credit loss allowance,,,
2023-12,DE01,Hardware,ECLCLOSE-2023-12-DE01-Hardware,closing,3200_RETAINED_EARNINGS,908.19,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-12,DE01,Software,ECL-2023-12-DE01-Software,provision,6050_CREDIT_LOSS_EXPENSE,42.61,0.0,PROVISION,Expected credit loss allowance,,,
2023-12,DE01,Software,ECL-2023-12-DE01-Software,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,42.61,PROVISION,Expected credit loss allowance,,,
2023-12,DE01,Software,ECLCLOSE-2023-12-DE01-Software,closing,6050_CREDIT_LOSS_EXPENSE,0.0,42.61,PROVISION,Close Expected credit loss allowance,,,
2023-12,DE01,Software,ECLCLOSE-2023-12-DE01-Software,closing,3200_RETAINED_EARNINGS,42.61,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-12,ES01,Events,ECL-2023-12-ES01-Events,provision_release,1190_CREDIT_LOSS_ALLOWANCE,3070.36,0.0,PROVISION,Release Expected credit loss allowance,,,
2023-12,ES01,Events,ECL-2023-12-ES01-Events,provision_release,6050_CREDIT_LOSS_EXPENSE,0.0,3070.36,PROVISION,Release Expected credit loss allowance,,,
2023-12,ES01,Events,ECLCLOSE-2023-12-ES01-Events,closing,6050_CREDIT_LOSS_EXPENSE,3070.36,0.0,PROVISION,Close release Expected credit loss allowance,,,
2023-12,ES01,Events,ECLCLOSE-2023-12-ES01-Events,closing,3200_RETAINED_EARNINGS,0.0,3070.36,PROVISION,Close release Expected credit loss allowance,,,
2023-12,ES01,Hardware,ECL-2023-12-ES01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,983.1,0.0,PROVISION,Expected credit loss allowance,,,
2023-12,ES01,Hardware,ECL-2023-12-ES01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,983.1,PROVISION,Expected credit loss allowance,,,
2023-12,ES01,Hardware,ECLCLOSE-2023-12-ES01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,983.1,PROVISION,Close Expected credit loss allowance,,,
2023-12,ES01,Hardware,ECLCLOSE-2023-12-ES01-Hardware,closing,3200_RETAINED_EARNINGS,983.1,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-12,ES01,Spare Parts,ECL-2023-12-ES01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,284.61,0.0,PROVISION,Expected credit loss allowance,,,
2023-12,ES01,Spare Parts,ECL-2023-12-ES01-SpareParts,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,284.61,PROVISION,Expected credit loss allowance,,,
2023-12,ES01,Spare Parts,ECLCLOSE-2023-12-ES01-SpareParts,closing,6050_CREDIT_LOSS_EXPENSE,0.0,284.61,PROVISION,Close Expected credit loss allowance,,,
2023-12,ES01,Spare Parts,ECLCLOSE-2023-12-ES01-SpareParts,closing,3200_RETAINED_EARNINGS,284.61,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-12,JP01,Hardware,ECL-2023-12-JP01-Hardware,provision,6050_CREDIT_LOSS_EXPENSE,451.99,0.0,PROVISION,Expected credit loss allowance,,,
2023-12,JP01,Hardware,ECL-2023-12-JP01-Hardware,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,451.99,PROVISION,Expected credit loss allowance,,,
2023-12,JP01,Hardware,ECLCLOSE-2023-12-JP01-Hardware,closing,6050_CREDIT_LOSS_EXPENSE,0.0,451.99,PROVISION,Close Expected credit loss allowance,,,
2023-12,JP01,Hardware,ECLCLOSE-2023-12-JP01-Hardware,closing,3200_RETAINED_EARNINGS,451.99,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-12,JP01,Software,ECL-2023-12-JP01-Software,provision,6050_CREDIT_LOSS_EXPENSE,42.97,0.0,PROVISION,Expected credit loss allowance,,,
2023-12,JP01,Software,ECL-2023-12-JP01-Software,provision,1190_CREDIT_LOSS_ALLOWANCE,0.0,42.97,PROVISION,Expected credit loss allowance,,,
2023-12,JP01,Software,ECLCLOSE-2023-12-JP01-Software,closing,6050_CREDIT_LOSS_EXPENSE,0.0,42.97,PROVISION,Close Expected credit loss allowance,,,
2023-12,JP01,Software,ECLCLOSE-2023-12-JP01-Software,closing,3200_RETAINED_EARNINGS,42.97,0.0,PROVISION,Close Expected credit loss allowance,,,
2023-12,JP01,Spare Parts,ECL-2023-12-JP01-SpareParts,provision,6050_CREDIT_LOSS_EXPENSE,516.83,0.0,PROVISION,Expected credit loss allowance,,,
