month,entity,division,product,product_family,product_subfamily,product_type,quality_tier,generation,age_0_30,age_31_60,age_61_90,age_91_180,age_180_plus,inventory_value,monthly_usage,coverage_months,months_since_sale,slow_moving_value,obsolescence_risk_value,stock_status
2023-09,DE01,Hardware,HW-EDG-AI-E,Edge Appliances,Compute,AI Edge Appliance,Essential,G2,166033.4976,64488.33784515323,0.0,0.0,0.0,230521.83544515324,83016.7488,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-AI-P,Edge Appliances,Compute,AI Edge Appliance,Professional,G2,100356.19200000001,24050.145063058473,0.0,0.0,0.0,124406.33706305848,50178.096000000005,2.479295688362876,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-AI-X,Edge Appliances,Compute,AI Edge Appliance,Premium,G2,179836.7184,11886.693831532932,0.0,0.0,0.0,191723.41223153294,89918.3592,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-CMP-E,Edge Appliances,Compute,Edge Compute Node,Essential,G2,181816.59600000002,70618.58141994436,0.0,0.0,0.0,252435.17741994438,90908.29800000001,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-CMP-P,Edge Appliances,Compute,Edge Compute Node,Professional,G2,137327.40000000002,32910.215357042005,0.0,0.0,0.0,170237.61535704203,68663.70000000001,2.479295688362876,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-CMP-X,Edge Appliances,Compute,Edge Compute Node,Premium,G2,82010.14560000002,5420.6365668794315,0.0,0.0,0.0,87430.78216687945,41005.07280000001,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-GTW-E,Edge Appliances,Gateways,Industrial Gateway,Essential,G1 Legacy,142637.76,55401.30268481368,0.0,0.0,0.0,198039.0626848137,71318.88,2.7768111709664214,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-GTW-P,Edge Appliances,Gateways,Industrial Gateway,Professional,G2,150042.672,35957.40288002259,0.0,0.0,0.0,186000.07488002258,75021.336,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-GTW-X,Edge Appliances,Gateways,Industrial Gateway,Premium,G2,134335.36800000002,8879.184431127302,0.0,0.0,0.0,143214.55243112732,67167.68400000001,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-SEC-E,Edge Appliances,Gateways,Secure Gateway,Essential,G2,137583.144,53438.06159794086,0.0,0.0,0.0,191021.20559794086,68791.572,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-SEC-P,Edge Appliances,Gateways,Secure Gateway,Professional,G2,124659.9936,29874.498721911856,0.0,0.0,0.0,154534.49232191185,62329.9968,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-EDG-SEC-X,Edge Appliances,Gateways,Secure Gateway,Premium,G2,74426.58,4919.384524245703,0.0,0.0,0.0,79345.9645242457,37213.29,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-ACC-E,Network Devices,Access,Access Node,Essential,G2,158407.8984,61526.51252321692,0.0,0.0,0.0,219934.41092321693,79203.9492,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-ACC-P,Network Devices,Access,Access Node,Professional,G2,204968.988,49120.376098251,0.0,0.0,0.0,254089.364098251,102484.494,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-ACC-X,Network Devices,Access,Access Node,Premium,G2,183511.7208,12129.601001701492,0.0,0.0,0.0,195641.3218017015,91755.8604,2.132194291992073,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-DST-E,Network Devices,Distribution,Distribution Node,Essential,G2,137985.78960000002,53594.45139795111,0.0,0.0,0.0,191580.24099795113,68992.89480000001,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-DST-X,Network Devices,Distribution,Distribution Node,Premium,G2,224063.43120000005,14809.953324399306,0.0,0.0,0.0,238873.38452439936,112031.71560000003,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-RTR-E,Network Devices,Distribution,Secure Router,Essential,G2,151209.15840000001,58730.48169877555,0.0,0.0,0.0,209939.64009877556,75604.57920000001,2.7768111709664214,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-RTR-P,Network Devices,Distribution,Secure Router,Professional,G2,137093.6664,32854.2016036892,0.0,0.0,0.0,169947.8680036892,68546.8332,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-SWC-E,Network Devices,Access,Secure Switch,Essential,G2,100239.12000000001,38933.4340919218,0.0,0.0,0.0,139172.5540919218,50119.560000000005,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-SWC-P,Network Devices,Access,Secure Switch,Professional,G2,151372.8648,36276.18071688828,0.0,0.0,0.0,187649.0455168883,75686.4324,2.479295688362876,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-NET-SWC-X,Network Devices,Access,Secure Switch,Premium,G2,135562.68000000002,8960.306251573988,0.0,0.0,0.0,144522.986251574,67781.34000000001,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-BIO-E,Sensors & Readers,Readers,Biometric Reader,Essential,G2,123824.78640000001,48094.23865902552,0.0,0.0,0.0,171919.02505902553,61912.393200000006,2.7768111709664214,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-BIO-P,Sensors & Readers,Readers,Biometric Reader,Professional,G2,53425.6992,12803.353637165972,0.0,0.0,0.0,66229.05283716597,26712.8496,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-BIO-X,Sensors & Readers,Readers,Biometric Reader,Premium,G2,47845.663199999995,3162.461785807587,0.0,0.0,0.0,51008.12498580758,23922.831599999998,2.132194291992073,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-CAM-E,Sensors & Readers,Sensing,Vision Sensor,Essential,G2,136362.4848,52963.95074668943,0.0,0.0,0.0,189326.43554668943,68181.2424,2.7768111709664214,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-CAM-P,Sensors & Readers,Sensing,Vision Sensor,Professional,G2,58854.600000000006,14104.378010160857,0.0,0.0,0.0,72958.97801016086,29427.300000000003,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-CAM-X,Sensors & Readers,Sensing,Vision Sensor,Premium,G2,52720.8048,3484.69473189416,0.0,0.0,0.0,56205.49953189416,26360.4024,2.1321942919920738,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-HUB-E,Sensors & Readers,Sensing,Sensor Hub,Essential,G2,64041.515999999996,24874.08251721239,0.0,0.0,0.0,88915.59851721239,32020.757999999998,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-HUB-P,Sensors & Readers,Sensing,Sensor Hub,Professional,G2,161286.72480000003,38652.01589340487,0.0,0.0,0.0,199938.7406934049,80643.36240000001,2.479295688362876,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-HUB-X,Sensors & Readers,Sensing,Sensor Hub,Premium,G2,57804.66720000001,3820.723527170703,0.0,0.0,0.0,61625.390727170714,28902.333600000005,2.132194291992073,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-RFID-E,Sensors & Readers,Readers,RFID Reader,Essential,G2,143765.2152,55839.21258187579,0.0,0.0,0.0,199604.4277818758,71882.6076,2.7768111709664214,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-SEN-RFID-P,Sensors & Readers,Readers,RFID Reader,Professional,G2,144683.94960000002,34673.19660929582,0.0,0.0,0.0,179357.14620929584,72341.97480000001,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-FIX-E,Terminals,Fixed Terminals,Fixed Terminal,Essential,G2,78094.69200000001,30332.41456939101,0.0,0.0,0.0,108427.10656939102,39047.346000000005,2.7768111709664214,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-FIX-P,Terminals,Fixed Terminals,Fixed Terminal,Professional,G2,58945.32000000001,14126.11886258499,0.0,0.0,0.0,73071.438862585,29472.660000000003,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-FIX-X,Terminals,Fixed Terminals,Fixed Terminal,Premium,G2,105549.2208,6976.502256985506,0.0,0.0,0.0,112525.7230569855,52774.6104,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-KSK-E,Terminals,Fixed Terminals,Self-Service Kiosk,Essential,G2,194581.76400000002,75576.64397077588,0.0,0.0,0.0,270158.4079707759,97290.88200000001,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-KSK-P,Terminals,Fixed Terminals,Self-Service Kiosk,Professional,G2,195894.2664,46945.63863026431,0.0,0.0,0.0,242839.90503026432,97947.1332,2.479295688362876,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-KSK-X,Terminals,Fixed Terminals,Self-Service Kiosk,Premium,G2,58478.0256,3865.230595643163,0.0,0.0,0.0,62343.25619564317,29239.0128,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-MOB-E,Terminals,Mobile Terminals,Mobile Terminal,Essential,G2,23809.3128,9247.6700780369,0.0,0.0,0.0,33056.9828780369,11904.6564,2.776811170966421,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-MOB-P,Terminals,Mobile Terminals,Mobile Terminal,Professional,G2,71933.40000000001,17238.684234641056,0.0,0.0,0.0,89172.08423464106,35966.700000000004,2.479295688362876,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-MOB-X,Terminals,Mobile Terminals,Mobile Terminal,Premium,G2,193309.67520000003,12777.217824140826,0.0,0.0,0.0,206086.89302414085,96654.83760000001,2.1321942919920733,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-RUG-E,Terminals,Mobile Terminals,Rugged Terminal,Essential,G2,130454.99280000002,50669.447857692045,0.0,0.0,0.0,181124.44065769206,65227.49640000001,2.7768111709664214,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-RUG-P,Terminals,Mobile Terminals,Rugged Terminal,Professional,G2,118276.84800000003,28344.79163977562,0.0,0.0,0.0,146621.63963977565,59138.42400000001,2.4792956883628756,0,0.0,0.0,Healthy
2023-09,DE01,Hardware,HW-TRM-RUG-X,Terminals,Mobile Terminals,Rugged Terminal,Premium,G2,70650.14400000001,4669.772882606208,0.0,0.0,0.0,75319.91688260622,35325.07200000001,2.132194291991994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-MCU-E,Control Systems,Controllers,Compact Controller,Essential,G1 Legacy,151234.344,57580.25882038662,0.0,0.0,0.0,208814.60282038662,75617.172,2.7614706725661016,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-MCU-P,Control Systems,Controllers,Compact Controller,Professional,G2,127268.3232,29627.990221189328,0.0,0.0,0.0,156896.31342118932,63634.1616,2.465598814791163,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-MCU-X,Control Systems,Controllers,Compact Controller,Premium,G2,113945.14080000001,6860.350966307611,0.0,0.0,0.0,120805.49176630762,56972.570400000004,2.1204149807204,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-RCK-E,Control Systems,Controllers,Rack Controller,Essential,G2,70020.02880000001,26659.099211716923,0.0,0.0,0.0,96679.12801171694,35010.01440000001,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-RCK-P,Control Systems,Controllers,Rack Controller,Professional,G2,211476.744,49231.66068114701,0.0,0.0,0.0,260708.40468114702,105738.372,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-RCK-X,Control Systems,Controllers,Rack Controller,Premium,G2,189389.0808,11402.64125659311,0.0,0.0,0.0,200791.7220565931,94694.5404,2.1204149807204,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-RDN-E,Control Systems,Resilient Control,Redundant Controller,Essential,G2,128516.32800000001,48930.70735894289,0.0,0.0,0.0,177447.0353589429,64258.164000000004,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-RDN-P,Control Systems,Resilient Control,Redundant Controller,Professional,G2,116483.05440000001,27117.18603594724,0.0,0.0,0.0,143600.24043594726,58241.527200000004,2.4655988147911625,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-RDN-X,Control Systems,Resilient Control,Redundant Controller,Premium,G2,139124.3904,8376.330393876677,0.0,0.0,0.0,147500.72079387668,69562.1952,2.1204149807204,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-SAF-E,Control Systems,Resilient Control,Safety Controller,Essential,G2,84499.2648,32171.85599929857,0.0,0.0,0.0,116671.12079929857,42249.6324,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-CTL-SAF-P,Control Systems,Resilient Control,Safety Controller,Professional,G2,127685.2896,29725.059752013163,0.0,0.0,0.0,157410.34935201317,63842.6448,2.4655988147911625,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-AI-E,Edge Appliances,Compute,AI Edge Appliance,Essential,G2,99620.0856,37928.88679146233,0.0,0.0,0.0,137548.97239146233,49810.0428,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-AI-P,Edge Appliances,Compute,AI Edge Appliance,Professional,G2,150534.288,35044.29303911576,0.0,0.0,0.0,185578.58103911576,75267.144,2.4655988147911625,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-AI-X,Edge Appliances,Compute,AI Edge Appliance,Premium,G2,89918.3592,5413.758744738967,0.0,0.0,0.0,95332.11794473897,44959.1796,2.1204149807203994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-CMP-E,Edge Appliances,Compute,Edge Compute Node,Essential,G2,90908.3088,34612.00552189145,0.0,0.0,0.0,125520.31432189145,45454.1544,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-CMP-P,Edge Appliances,Compute,Edge Compute Node,Professional,G2,137327.40000000002,31969.737339175917,0.0,0.0,0.0,169297.13733917594,68663.70000000001,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-GTW-E,Edge Appliances,Gateways,Industrial Gateway,Essential,G1 Legacy,142637.76,54307.23552026111,0.0,0.0,0.0,196944.99552026112,71318.88,2.7614706725661016,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-GTW-P,Edge Appliances,Gateways,Industrial Gateway,Professional,G2,75021.336,17464.922562824766,0.0,0.0,0.0,92486.25856282476,37510.668,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-GTW-X,Edge Appliances,Gateways,Industrial Gateway,Premium,G2,201503.05200000003,12131.993060840818,0.0,0.0,0.0,213635.04506084084,100751.52600000001,2.1204149807203994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-SEC-E,Edge Appliances,Gateways,Secure Gateway,Essential,G2,137583.144,52382.76459771945,0.0,0.0,0.0,189965.90859771945,68791.572,2.7614706725661025,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-EDG-SEC-P,Edge Appliances,Gateways,Secure Gateway,Professional,G2,166213.29600000003,38694.356810066325,0.0,0.0,0.0,204907.65281006636,83106.64800000002,2.4655988147911625,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-ACC-E,Network Devices,Access,Access Node,Essential,G2,67889.0808,25847.772008335203,0.0,0.0,0.0,93736.8528083352,33944.5404,2.7614706725661016,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-ACC-P,Network Devices,Access,Access Node,Professional,G2,68323.0032,15905.554656446388,0.0,0.0,0.0,84228.5578564464,34161.5016,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-ACC-X,Network Devices,Access,Access Node,Premium,G2,61170.5736,3682.9267203498894,0.0,0.0,0.0,64853.50032034989,30585.2868,2.1204149807203994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-DST-E,Network Devices,Distribution,Distribution Node,Essential,G2,82791.4608,31521.634669053034,0.0,0.0,0.0,114313.09546905303,41395.7304,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-DST-P,Network Devices,Distribution,Distribution Node,Professional,G2,208443.456,48525.51303228689,0.0,0.0,0.0,256968.9690322869,104221.728,2.4655988147911625,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-DST-X,Network Devices,Distribution,Distribution Node,Premium,G2,74687.81040000002,4496.765624682419,0.0,0.0,0.0,79184.57602468244,37343.90520000001,2.1204149807203994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-RTR-E,Network Devices,Distribution,Secure Router,Essential,G2,151209.18,57570.67799638442,0.0,0.0,0.0,208779.8579963844,75604.59,2.7614706725661025,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-RTR-P,Network Devices,Distribution,Secure Router,Professional,G2,182791.5552,42553.76572747665,0.0,0.0,0.0,225345.32092747666,91395.7776,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-SWC-E,Network Devices,Access,Secure Switch,Essential,G2,100239.12000000001,38164.57506191712,0.0,0.0,0.0,138403.69506191713,50119.560000000005,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-NET-SWC-P,Network Devices,Access,Secure Switch,Professional,G2,189216.10799999998,44049.39781209828,0.0,0.0,0.0,233265.50581209824,94608.05399999999,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-BIO-E,Sensors & Readers,Readers,Biometric Reader,Essential,G2,123824.78640000001,47144.47169018097,0.0,0.0,0.0,170969.25809018099,61912.393200000006,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-BIO-P,Sensors & Readers,Readers,Biometric Reader,Professional,G2,53425.6992,12437.471113454565,0.0,0.0,0.0,65863.17031345457,26712.8496,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-BIO-X,Sensors & Readers,Readers,Biometric Reader,Premium,G2,95691.32639999999,5761.334611782717,0.0,0.0,0.0,101452.66101178271,47845.663199999995,2.1204149807203994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-CAM-E,Sensors & Readers,Sensing,Vision Sensor,Essential,G2,116882.11440000002,44501.15113155806,0.0,0.0,0.0,161383.26553155808,58441.05720000001,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-CAM-P,Sensors & Readers,Sensing,Vision Sensor,Professional,G2,147136.5,34253.29000625992,0.0,0.0,0.0,181389.79000625992,73568.25,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-CAM-X,Sensors & Readers,Sensing,Vision Sensor,Premium,G2,52720.8048,3174.1873467779806,0.0,0.0,0.0,55894.99214677798,26360.4024,2.1204149807204,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-HUB-E,Sensors & Readers,Sensing,Sensor Hub,Essential,G2,106735.86,40638.11355056069,0.0,0.0,0.0,147373.97355056068,53367.93,2.7614706725661025,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-HUB-P,Sensors & Readers,Sensing,Sensor Hub,Professional,G2,129029.41440000002,30037.97120891886,0.0,0.0,0.0,159067.38560891888,64514.70720000001,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-HUB-X,Sensors & Readers,Sensing,Sensor Hub,Premium,G2,57804.66720000001,3480.273943218548,0.0,0.0,0.0,61284.94114321856,28902.333600000005,2.1204149807203994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-RFID-E,Sensors & Readers,Readers,RFID Reader,Essential,G2,111817.3896,42572.83143164893,0.0,0.0,0.0,154390.22103164892,55908.6948,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-RFID-P,Sensors & Readers,Readers,RFID Reader,Professional,G2,96455.92320000002,22454.881760753677,0.0,0.0,0.0,118910.8049607537,48227.96160000001,2.465598814791162,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-SEN-RFID-X,Sensors & Readers,Readers,RFID Reader,Premium,G2,43179.220799999996,2599.7125200769296,0.0,0.0,0.0,45778.933320076925,21589.610399999998,2.1204149807203994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-FIX-E,Terminals,Fixed Terminals,Fixed Terminal,Essential,G2,136665.72720000002,52033.47160385971,0.0,0.0,0.0,188699.19880385973,68332.86360000001,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-FIX-P,Terminals,Fixed Terminals,Fixed Terminal,Professional,G2,117890.64000000001,27444.871129485808,0.0,0.0,0.0,145335.51112948582,58945.32000000001,2.4655988147911625,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-FIX-X,Terminals,Fixed Terminals,Fixed Terminal,Premium,G2,52774.6104,3177.4268469212984,0.0,0.0,0.0,55952.037246921296,26387.3052,2.1204149807203994,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-KSK-E,Terminals,Fixed Terminals,Self-Service Kiosk,Essential,G2,21620.196000000004,8231.572594565478,0.0,0.0,0.0,29851.76859456548,10810.098000000002,2.761470672566102,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-KSK-P,Terminals,Fixed Terminals,Self-Service Kiosk,Professional,G2,130596.192,30402.716105719555,0.0,0.0,0.0,160998.90810571954,65298.096,2.4655988147911625,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-KSK-X,Terminals,Fixed Terminals,Self-Service Kiosk,Premium,G2,58478.0256,3520.8151625955215,0.0,0.0,0.0,61998.84076259552,29239.0128,2.1204149807204,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-MOB-E,Terminals,Mobile Terminals,Mobile Terminal,Essential,G2,142855.8768,54390.28029345808,0.0,0.0,0.0,197246.15709345808,71427.9384,2.7614706725661016,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-MOB-P,Terminals,Mobile Terminals,Mobile Terminal,Professional,G2,179833.50000000003,41865.132229873256,0.0,0.0,0.0,221698.6322298733,89916.75000000001,2.4655988147911625,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-RUG-E,Terminals,Mobile Terminals,Rugged Terminal,Essential,G2,78273.02160000001,29801.30520076654,0.0,0.0,0.0,108074.32680076655,39136.510800000004,2.7614706725661025,0,0.0,0.0,Healthy
2023-09,ES01,Hardware,HW-TRM-RUG-P,Terminals,Mobile Terminals,Rugged Terminal,Professional,G2,118276.84800000003,27534.78012301607,0.0,0.0,0.0,145811.6281230161,59138.42400000001,2.4655988147911425,0,0.0,0.0,Healthy
2023-09,ES01,Spare Parts,SP-CON-BAT-E,Consumables,Power & Service,Battery Pack,Essential,G2,16319.4048,8159.7024,2481.3201641598826,0.0,0.0,26960.42736415988,8159.7024,3.3040944439542157,0,0.0,0.0,Healthy
2023-09,ES01,Spare Parts,SP-CON-BAT-P,Consumables,Power & Service,Battery Pack,Professional,G2,22378.3344,10630.65236606673,0.0,0.0,0.0,33008.98676606673,11189.1672,2.9500843249591204,0,0.0,0.0,Healthy
2023-09,ES01,Spare Parts,SP-CON-BAT-X,Consumables,Power & Service,Battery Pack,Premium,G2,15227.1144,4089.032347493702,0.0,0.0,0.0,19316.1467474937,7613.5572,2.537072519464844,0,0.0,0.0,Healthy
2023-09,ES01,Spare Parts,SP-CON-FIL-E,Consumables,Routine Consumables,Filter Pack,Essential,G2,30495.830400000003,15247.915200000001,4636.806294205033,0.0,0.0,50380.55189420504,15247.915200000001,3.3040944439542157,0,0.0,0.0,Healthy
2023-09,ES01,Spare Parts,SP-CON-FIL-P,Consumables,Routine Consumables,Filter Pack,Professional,G2,25269.645600000003,12004.147090916107,0.0,0.0,0.0,37273.79269091611,12634.822800000002,2.9500843249591204,0,0.0,0.0,Healthy
2023-09,ES01,Spare Parts,SP-CON-LUB-E,Consumables,Power & Service,Service Lubricant Pack,Essential,G2,29074.1616,14537.0808,4420.6455025935065,0.0,0.0,48031.8879025935,14537.0808,3.3040944439542157,0,0.0,0.0,Healthy
2023-09,ES01,Spare Parts,SP-CON-LUB-P,Consumables,Power & Service,Service Lubricant Pack,Professional,G2,23695.1784,11256.208787474972,0.0,0.0,0.0,34951.387187474975,11847.5892,2.9500843249591213,0,0.0,0.0,Healthy
