month,entity,division,customer,customer_name,customer_segment,risk_score,payment_terms_days,current,overdue_1_30,overdue_31_60,overdue_61_90,overdue_90_plus,total_ar,overdue_ar,overdue_pct,weighted_age_days
2023-09,ES01,Hardware,C021,Cobalt ES01,Core,1.9086199999999998,45,366021.43,0.0,0.0,0.0,0.0,366021.43,0.0,0.0,0.0
2023-09,ES01,Spare Parts,C027,Cobalt ES01,Core,2.25286,45,311757.88,0.0,0.0,0.0,0.0,311757.88,0.0,0.0,0.0
2023-09,ES01,Spare Parts,C028,Vertex ES01,Growth,3.0423750000000003,45,306661.36,0.0,0.0,0.0,0.0,306661.36,0.0,0.0,0.0
2023-09,ES01,Spare Parts,C029,Nova ES01,Core,2.341555,45,243392.43,0.0,0.0,0.0,0.0,243392.43,0.0,0.0,0.0
2023-09,ES01,Spare Parts,C030,Meridian ES01,Growth,2.7239050000000002,45,169506.86,0.0,0.0,0.0,0.0,169506.86,0.0,0.0,0.0
2023-09,ES01,Spare Parts,C031,Orion ES01,Growth,2.81174,45,186779.43,0.0,0.0,0.0,0.0,186779.43,0.0,0.0,0.0
2023-09,ES01,Spare Parts,C032,Atlas ES01,Core,2.0051500000000004,45,432011.35,0.0,0.0,0.0,0.0,432011.35,0.0,0.0,0.0
2023-09,ES01,Spare Parts,C033,Nimbus ES01,Growth,2.8488800000000003,45,168678.68,0.0,0.0,0.0,0.0,168678.68,0.0,0.0,0.0
2023-09,JP01,Hardware,C060,Keystone JP01,Growth,2.7943000000000002,45,556910.29,0.0,0.0,0.0,0.0,556910.29,0.0,0.0,0.0
2023-09,JP01,Hardware,C061,Axiom JP01,Core,1.97168,45,643595.21,0.0,0.0,0.0,0.0,643595.21,0.0,0.0,0.0
2023-09,JP01,Hardware,C062,Northstar JP01,Growth,2.8876500000000003,45,600645.34,0.0,0.0,0.0,0.0,600645.34,0.0,0.0,0.0
2023-09,JP01,Hardware,C063,Kestrel JP01,Growth,2.933765,45,352453.08,0.0,0.0,0.0,0.0,352453.08,0.0,0.0,0.0
2023-09,JP01,Hardware,C064,Helix JP01,Growth,3.0409900000000003,45,248248.31,0.0,0.0,0.0,0.0,248248.31,0.0,0.0,0.0
2023-09,JP01,Hardware,C065,Vector JP01,Growth,3.1325000000000003,45,210039.62,0.0,0.0,0.0,0.0,210039.62,0.0,0.0,0.0
2023-09,JP01,Hardware,C066,Redwood JP01,Growth,3.086145,45,454386.8,0.0,0.0,0.0,0.0,454386.8,0.0,0.0,0.0
2023-09,JP01,Software,C053,Atlas JP01,Core,2.188565,30,51514.26,0.0,0.0,0.0,0.0,51514.26,0.0,0.0,0.0
2023-09,JP01,Software,C054,Nimbus JP01,Core,2.16125,30,66815.66,0.0,0.0,0.0,0.0,66815.66,0.0,0.0,0.0
2023-09,JP01,Software,C055,Summit JP01,Strategic,1.29925,30,96524.27,0.0,0.0,0.0,0.0,96524.27,0.0,0.0,0.0
2023-09,JP01,Software,C056,Cobalt JP01,Core,2.1768300000000003,30,103197.34,0.0,0.0,0.0,0.0,103197.34,0.0,0.0,0.0
2023-09,JP01,Software,C057,Vertex JP01,Core,2.26337,30,73318.38,0.0,0.0,0.0,0.0,73318.38,0.0,0.0,0.0
2023-09,JP01,Software,C058,Nova JP01,Core,2.3047950000000004,30,76554.43,0.0,0.0,0.0,0.0,76554.43,0.0,0.0,0.0
2023-09,JP01,Software,C059,Meridian JP01,Growth,3.295,30,46099.7,0.0,0.0,0.0,0.0,46099.7,0.0,0.0,0.0
2023-09,JP01,Spare Parts,C067,Orion JP01,Core,2.41448,45,239116.82,0.0,0.0,0.0,0.0,239116.82,0.0,0.0,0.0
2023-09,JP01,Spare Parts,C068,Atlas JP01,Core,2.34401,45,379360.25,0.0,0.0,0.0,0.0,379360.25,0.0,0.0,0.0
2023-09,JP01,Spare Parts,C069,Nimbus JP01,Growth,3.28588,45,250174.77,0.0,0.0,0.0,0.0,250174.77,0.0,0.0,0.0
2023-09,JP01,Spare Parts,C070,Summit JP01,Core,1.9708350000000001,45,438861.43,0.0,0.0,0.0,0.0,438861.43,0.0,0.0,0.0
2023-09,JP01,Spare Parts,C071,Cobalt JP01,Growth,2.876375,45,281959.0,0.0,0.0,0.0,0.0,281959.0,0.0,0.0,0.0
2023-09,JP01,Spare Parts,C072,Vertex JP01,Strategic,1.1821099999999998,45,523362.07,0.0,0.0,0.0,0.0,523362.07,0.0,0.0,0.0
2023-09,JP01,Spare Parts,C073,Nova JP01,Core,2.219815,45,387631.77,0.0,0.0,0.0,0.0,387631.77,0.0,0.0,0.0
2023-09,US01,Events,C048,Northstar US01,Growth,3.1211550000000003,30,79533.79,0.0,0.0,0.0,0.0,79533.79,0.0,0.0,0.0
2023-09,US01,Events,C049,Kestrel US01,Strategic,1.447995,30,503431.36,0.0,0.0,0.0,0.0,503431.36,0.0,0.0,0.0
2023-09,US01,Events,C050,Helix US01,Growth,2.8449999999999998,30,206566.93,0.0,0.0,0.0,0.0,206566.93,0.0,0.0,0.0
2023-09,US01,Events,C051,Vector US01,Growth,2.8275900000000003,30,217920.77,0.0,0.0,0.0,0.0,217920.77,0.0,0.0,0.0
2023-09,US01,Events,C052,Redwood US01,Growth,2.88081,30,127033.14,0.0,0.0,0.0,0.0,127033.14,0.0,0.0,0.0
2023-09,US01,Hardware,C041,Summit US01,Growth,2.82761,45,634879.18,0.0,0.0,0.0,0.0,634879.18,0.0,0.0,0.0
2023-09,US01,Hardware,C042,Cobalt US01,Growth,2.902705,45,381936.33999999997,0.0,0.0,0.0,0.0,381936.33999999997,0.0,0.0,0.0
2023-09,US01,Hardware,C043,Vertex US01,Core,2.0013,45,562178.49,0.0,0.0,0.0,0.0,562178.49,0.0,0.0,0.0
2023-09,US01,Hardware,C044,Nova US01,Core,2.11017,45,781490.22,0.0,0.0,0.0,0.0,781490.22,0.0,0.0,0.0
2023-09,US01,Hardware,C045,Meridian US01,Strategic,1.0499999999999998,45,988010.65,0.0,0.0,0.0,0.0,988010.65,0.0,0.0,0.0
2023-09,US01,Hardware,C046,Orion US01,Core,2.182275,45,1036282.97,0.0,0.0,0.0,0.0,1036282.97,0.0,0.0,0.0
2023-09,US01,Hardware,C047,Atlas US01,Core,2.2454699999999996,45,1159936.06,0.0,0.0,0.0,0.0,1159936.06,0.0,0.0,0.0
2023-09,US01,Software,C034,Kestrel US01,Growth,2.9399699999999998,30,79424.01,0.0,0.0,0.0,0.0,79424.01,0.0,0.0,0.0
2023-09,US01,Software,C035,Helix US01,Core,2.18574,30,77389.68,0.0,0.0,0.0,0.0,77389.68,0.0,0.0,0.0
2023-09,US01,Software,C036,Vector US01,Growth,3.016975,30,69188.08,0.0,0.0,0.0,0.0,69188.08,0.0,0.0,0.0
2023-09,US01,Software,C037,Redwood US01,Core,2.305165,30,108013.23,0.0,0.0,0.0,0.0,108013.23,0.0,0.0,0.0
2023-09,US01,Software,C038,Pioneer US01,Strategic,1.2493699999999999,30,230326.73,0.0,0.0,0.0,0.0,230326.73,0.0,0.0,0.0
2023-09,US01,Software,C039,Keystone US01,Strategic,1.335245,30,153220.68,0.0,0.0,0.0,0.0,153220.68,0.0,0.0,0.0
2023-09,US01,Software,C040,Axiom US01,Growth,2.8075,30,54633.17,0.0,0.0,0.0,0.0,54633.17,0.0,0.0,0.0
2023-10,DE01,Hardware,C008,Redwood DE01,Core,2.225305,45,900844.3,0.0,0.0,0.0,0.0,900844.3,0.0,0.0,13.782899109202333
2023-10,DE01,Hardware,C009,Pioneer DE01,Strategic,1.306745,45,1647026.31,0.0,0.0,0.0,0.0,1647026.31,0.0,0.0,14.374197701796275
2023-10,DE01,Hardware,C010,Keystone DE01,Growth,3.8942900000000003,45,649179.21,0.0,0.0,0.0,0.0,649179.21,0.0,0.0,14.911603684905439
2023-10,DE01,Hardware,C011,Axiom DE01,Strategic,1.0,45,2231681.29,0.0,0.0,0.0,0.0,2231681.29,0.0,0.0,10.78854749909204
2023-10,DE01,Hardware,C012,Northstar DE01,Growth,2.752895,45,889398.6799999999,0.0,0.0,0.0,0.0,889398.6799999999,0.0,0.0,14.978499405913219
2023-10,DE01,Hardware,C013,Kestrel DE01,Core,1.8694799999999998,45,1584972.88,0.0,0.0,0.0,0.0,1584972.88,0.0,0.0,14.939315113076258
2023-10,DE01,Hardware,C014,Helix DE01,Core,2.0470550000000003,45,1180750.6600000001,0.0,0.0,0.0,0.0,1180750.6600000001,0.0,0.0,14.416786097752423
2023-10,DE01,Software,C001,Meridian DE01,Growth,3.922925,30,87513.93,0.0,0.0,0.0,0.0,87513.93,0.0,0.0,10.876542740110061
2023-10,DE01,Software,C002,Orion DE01,Core,1.8911449999999999,30,75874.8,0.0,0.0,0.0,0.0,75874.8,0.0,0.0,0.0
2023-10,DE01,Software,C003,Atlas DE01,Growth,2.7558400000000005,30,45620.340000000004,0.0,0.0,0.0,0.0,45620.340000000004,0.0,0.0,0.0
2023-10,DE01,Software,C004,Nimbus DE01,Strategic,1.0,30,79349.37999999998,0.0,0.0,0.0,0.0,79349.37999999998,0.0,0.0,0.0
2023-10,DE01,Software,C005,Summit DE01,Core,2.047655,30,81418.7,0.0,0.0,0.0,0.0,81418.7,0.0,0.0,0.0
2023-10,DE01,Software,C006,Cobalt DE01,Core,2.081205,30,85551.24,0.0,0.0,0.0,0.0,85551.24,0.0,0.0,0.0
2023-10,DE01,Software,C007,Vertex DE01,Core,2.185245,30,62958.99,0.0,0.0,0.0,0.0,62958.99,0.0,0.0,0.0
2023-10,ES01,Events,C022,Vector ES01,Strategic,1.0,30,2120103.1,0.0,0.0,0.0,0.0,2120103.1,0.0,0.0,6.365468547260743
2023-10,ES01,Events,C023,Redwood ES01,Growth,2.795945,30,1147297.73,0.0,0.0,0.0,0.0,1147297.73,0.0,0.0,7.606723583424156
2023-10,ES01,Events,C024,Pioneer ES01,Strategic,1.02279,30,1498110.32,0.0,0.0,0.0,0.0,1498110.32,0.0,0.0,4.126743816837201
2023-10,ES01,Events,C025,Keystone ES01,Core,2.0810400000000002,30,329230.91,0.0,0.0,0.0,0.0,329230.91,0.0,0.0,17.55358359274346
2023-10,ES01,Events,C026,Axiom ES01,Core,2.21812,30,447380.86,0.0,0.0,0.0,0.0,447380.86,0.0,0.0,7.330988634605424
2023-10,ES01,Hardware,C015,Nova ES01,Strategic,1.134235,45,1104478.85,0.0,0.0,0.0,0.0,1104478.85,0.0,0.0,14.45536000983631
2023-10,ES01,Hardware,C016,Meridian ES01,Core,2.18475,45,648626.0700000001,0.0,0.0,0.0,0.0,648626.0700000001,0.0,0.0,15.513892156693608
2023-10,ES01,Hardware,C017,Orion ES01,Strategic,1.2359149999999999,45,1664691.23,0.0,0.0,0.0,0.0,1664691.23,0.0,0.0,13.808102479160654
2023-10,ES01,Hardware,C018,Atlas ES01,Strategic,1.285565,45,1356774.46,0.0,0.0,0.0,0.0,1356774.46,0.0,0.0,14.841596885601751
2023-10,ES01,Hardware,C019,Nimbus ES01,Core,2.209905,45,949274.38,0.0,0.0,0.0,0.0,949274.38,0.0,0.0,14.590620258812843
2023-10,ES01,Hardware,C020,Summit ES01,Strategic,1.0,45,1727860.8699999999,0.0,0.0,0.0,0.0,1727860.8699999999,0.0,0.0,10.458758059611593
2023-10,ES01,Hardware,C021,Cobalt ES01,Core,1.9086199999999998,45,765565.8200000001,0.0,0.0,0.0,0.0,765565.8200000001,0.0,0.0,14.34317287049205
2023-10,ES01,Spare Parts,C027,Cobalt ES01,Core,2.25286,45,504535.67,0.0,0.0,0.0,0.0,504535.67,0.0,0.0,10.236767005987902
2023-10,ES01,Spare Parts,C028,Vertex ES01,Growth,3.0423750000000003,45,622539.2,0.0,0.0,0.0,0.0,622539.2,0.0,0.0,14.777930128737275
2023-10,ES01,Spare Parts,C029,Nova ES01,Core,2.341555,45,490710.0,0.0,0.0,0.0,0.0,490710.0,0.0,0.0,14.88001650669438
2023-10,ES01,Spare Parts,C030,Meridian ES01,Growth,2.7239050000000002,45,348569.89,0.0,0.0,0.0,0.0,348569.89,0.0,0.0,14.588769557806613
2023-10,ES01,Spare Parts,C031,Orion ES01,Growth,2.81174,45,374091.97,0.0,0.0,0.0,0.0,374091.97,0.0,0.0,14.978623839479901
2023-10,ES01,Spare Parts,C033,Nimbus ES01,Growth,2.8488800000000003,45,347845.08999999997,0.0,0.0,0.0,0.0,347845.08999999997,0.0,0.0,14.547741352335892
2023-10,ES01,Spare Parts,C032,Atlas ES01,Core,2.0051500000000004,45,429656.25,0.0,0.0,0.0,0.0,429656.25,0.0,0.0,0.0
2023-10,JP01,Hardware,C060,Keystone JP01,Growth,2.7943000000000002,45,1112692.09,0.0,0.0,0.0,0.0,1112692.09,0.0,0.0,15.015212968755804
2023-10,JP01,Hardware,C061,Axiom JP01,Core,1.97168,45,820485.38,0.0,0.0,0.0,0.0,820485.38,0.0,0.0,6.400203986571947
2023-10,JP01,Hardware,C062,Northstar JP01,Growth,2.8876500000000003,45,1202061.76,0.0,0.0,0.0,0.0,1202061.76,0.0,0.0,14.990378031824255
2023-10,JP01,Hardware,C063,Kestrel JP01,Growth,2.933765,45,766036.73,0.0,0.0,0.0,0.0,766036.73,0.0,0.0,13.802983572341239
2023-10,JP01,Hardware,C064,Helix JP01,Growth,3.0409900000000003,45,518948.16000000003,0.0,0.0,0.0,0.0,518948.16000000003,0.0,0.0,14.351046740391178
2023-10,JP01,Hardware,C065,Vector JP01,Growth,3.1325000000000003,45,384694.76,0.0,0.0,0.0,0.0,384694.76,0.0,0.0,16.379709980972965
2023-10,JP01,Hardware,C066,Redwood JP01,Growth,3.086145,45,910078.1,0.0,0.0,0.0,0.0,910078.1,0.0,0.0,14.978499098044443
2023-10,JP01,Software,C053,Atlas JP01,Core,2.188565,30,50655.05,0.0,0.0,0.0,0.0,50655.05,0.0,0.0,0.0
2023-10,JP01,Software,C054,Nimbus JP01,Core,2.16125,30,71400.77,0.0,0.0,0.0,0.0,71400.77,0.0,0.0,0.0
2023-10,JP01,Software,C055,Summit JP01,Strategic,1.29925,30,20339.830000000075,0.0,0.0,0.0,0.0,20339.830000000075,0.0,0.0,0.0
2023-10,JP01,Software,C056,Cobalt JP01,Core,2.1768300000000003,30,102370.95,0.0,0.0,0.0,0.0,102370.95,0.0,0.0,0.0
2023-10,JP01,Software,C057,Vertex JP01,Core,2.26337,30,81385.95,0.0,0.0,0.0,0.0,81385.95,0.0,0.0,0.0
2023-10,JP01,Software,C058,Nova JP01,Core,2.3047950000000004,30,79107.3,0.0,0.0,0.0,0.0,79107.3,0.0,0.0,0.0
2023-10,JP01,Software,C059,Meridian JP01,Growth,3.295,30,46325.48,0.0,0.0,0.0,0.0,46325.48,0.0,0.0,0.0
2023-10,JP01,Spare Parts,C067,Orion JP01,Core,2.41448,45,493631.15,0.0,0.0,0.0,0.0,493631.15,0.0,0.0,14.532114920219277
2023-10,JP01,Spare Parts,C068,Atlas JP01,Core,2.34401,45,776108.37,0.0,0.0,0.0,0.0,776108.37,0.0,0.0,14.663941196768693
2023-10,JP01,Spare Parts,C069,Nimbus JP01,Growth,3.28588,45,507166.81999999995,0.0,0.0,0.0,0.0,507166.81999999995,0.0,0.0,14.798371667925753
2023-10,JP01,Spare Parts,C070,Summit JP01,Core,1.9708350000000001,45,665107.18,0.0,0.0,0.0,0.0,665107.18,0.0,0.0,9.46638044111928
2023-10,JP01,Spare Parts,C071,Cobalt JP01,Growth,2.876375,45,567103.1,0.0,0.0,0.0,0.0,567103.1,0.0,0.0,14.915753414149915
2023-10,JP01,Spare Parts,C073,Nova JP01,Core,2.219815,45,797250.1100000001,0.0,0.0,0.0,0.0,797250.1100000001,0.0,0.0,14.586329878336423
2023-10,JP01,Spare Parts,C072,Vertex JP01,Strategic,1.1821099999999998,45,563919.6,0.0,0.0,0.0,0.0,563919.6,0.0,0.0,0.0
2023-10,US01,Events,C048,Northstar US01,Growth,3.1211550000000003,30,300828.19,0.0,0.0,0.0,0.0,300828.19,0.0,0.0,7.931483083417148
2023-10,US01,Events,C050,Helix US01,Growth,2.8449999999999998,30,424605.76,0.0,0.0,0.0,0.0,424605.76,0.0,0.0,13.414667054917011
2023-10,US01,Events,C051,Vector US01,Growth,2.8275900000000003,30,380975.7499999999,0.0,0.0,0.0,0.0,380975.7499999999,0.0,0.0,4.186827901775896
2023-10,US01,Events,C052,Redwood US01,Growth,2.88081,30,577122.68,0.0,0.0,0.0,0.0,577122.68,0.0,0.0,6.603438631106994
2023-10,US01,Events,C049,Kestrel US01,Strategic,1.447995,30,181680.39,0.0,0.0,0.0,0.0,181680.39,0.0,0.0,0.0
2023-10,US01,Hardware,C041,Summit US01,Growth,2.82761,45,1246184.35,0.0,0.0,0.0,0.0,1246184.35,0.0,0.0,15.283754285631979
2023-10,US01,Hardware,C042,Cobalt US01,Growth,2.902705,45,764969.1799999999,0.0,0.0,0.0,0.0,764969.1799999999,0.0,0.0,14.978499133782096
2023-10,US01,Hardware,C043,Vertex US01,Core,2.0013,45,1149796.69,0.0,0.0,0.0,0.0,1149796.69,0.0,0.0,14.668119021981182
2023-10,US01,Hardware,C044,Nova US01,Core,2.11017,45,1544987.8399999999,0.0,0.0,0.0,0.0,1544987.8399999999,0.0,0.0,15.174686811774519
2023-10,US01,Hardware,C045,Meridian US01,Strategic,1.0499999999999998,45,1149339.2,0.0,0.0,0.0,0.0,1149339.2,0.0,0.0,1.935576894967125
2023-10,US01,Hardware,C046,Orion US01,Core,2.182275,45,2075755.6400000001,0.0,0.0,0.0,0.0,2075755.6400000001,0.0,0.0,14.976950321570605
2023-10,US01,Hardware,C047,Atlas US01,Core,2.2454699999999996,45,2256854.13,0.0,0.0,0.0,0.0,2256854.13,0.0,0.0,15.418844017180678
2023-10,US01,Software,C034,Kestrel US01,Growth,2.9399699999999998,30,82006.29,0.0,0.0,0.0,0.0,82006.29,0.0,0.0,0.0
2023-10,US01,Software,C035,Helix US01,Core,2.18574,30,78546.6,0.0,0.0,0.0,0.0,78546.6,0.0,0.0,0.0
2023-10,US01,Software,C036,Vector US01,Growth,3.016975,30,69745.2,0.0,0.0,0.0,0.0,69745.2,0.0,0.0,0.0
2023-10,US01,Software,C037,Redwood US01,Core,2.305165,30,100311.27,0.0,0.0,0.0,0.0,100311.27,0.0,0.0,0.0
2023-10,US01,Software,C038,Pioneer US01,Strategic,1.2493699999999999,30,94200.19999999995,0.0,0.0,0.0,0.0,94200.19999999995,0.0,0.0,0.0
2023-10,US01,Software,C039,Keystone US01,Strategic,1.335245,30,156486.2,0.0,0.0,0.0,0.0,156486.2,0.0,0.0,0.0
2023-10,US01,Software,C040,Axiom US01,Growth,2.8075,30,58183.29,0.0,0.0,0.0,0.0,58183.29,0.0,0.0,0.0
2023-11,DE01,Hardware,C010,Keystone DE01,Growth,3.8942900000000003,45,713920.71,322676.77,0.0,0.0,0.0,1036597.48,322676.77,0.311284540263401,28.12632672037752
2023-11,DE01,Hardware,C008,Redwood DE01,Core,2.225305,45,1043652.4199999999,0.0,0.0,0.0,0.0,1043652.4199999999,0.0,0.0,13.998034805495877
2023-11,DE01,Hardware,C009,Pioneer DE01,Strategic,1.306745,45,1719095.56,0.0,0.0,0.0,0.0,1719095.56,0.0,0.0,14.970725362120067
2023-11,DE01,Hardware,C011,Axiom DE01,Strategic,1.0,45,1868829.3999999992,0.0,0.0,0.0,0.0,1868829.3999999992,0.0,0.0,6.623416936826863
2023-11,DE01,Hardware,C012,Northstar DE01,Growth,2.752895,45,891591.72,0.0,0.0,0.0,0.0,891591.72,0.0,0.0,14.98455234644844
2023-11,DE01,Hardware,C013,Kestrel DE01,Core,1.8694799999999998,45,1548038.5299999998,0.0,0.0,0.0,0.0,1548038.5299999998,0.0,0.0,15.420014836452424
2023-11,DE01,Hardware,C014,Helix DE01,Core,2.0470550000000003,45,1266348.9100000001,0.0,0.0,0.0,0.0,1266348.9100000001,0.0,0.0,14.529873998154269
2023-11,DE01,Software,C001,Meridian DE01,Growth,3.922925,30,110511.36,0.0,0.0,0.0,0.0,110511.36,0.0,0.0,15.14386303815282
2023-11,DE01,Software,C002,Orion DE01,Core,1.8911449999999999,30,75178.49,0.0,0.0,0.0,0.0,75178.49,0.0,0.0,0.0
2023-11,DE01,Software,C003,Atlas DE01,Growth,2.7558400000000005,30,43331.26,0.0,0.0,0.0,0.0,43331.26,0.0,0.0,0.0
2023-11,DE01,Software,C004,Nimbus DE01,Strategic,1.0,30,39538.43000000005,0.0,0.0,0.0,0.0,39538.43000000005,0.0,0.0,0.0
2023-11,DE01,Software,C005,Summit DE01,Core,2.047655,30,78734.15,0.0,0.0,0.0,0.0,78734.15,0.0,0.0,0.0
2023-11,DE01,Software,C006,Cobalt DE01,Core,2.081205,30,88912.92,0.0,0.0,0.0,0.0,88912.92,0.0,0.0,0.0
2023-11,DE01,Software,C007,Vertex DE01,Core,2.185245,30,64904.84,0.0,0.0,0.0,0.0,64904.84,0.0,0.0,0.0
2023-11,ES01,Events,C023,Redwood ES01,Growth,2.795945,30,1850681.5899999999,0.0,0.0,0.0,0.0,1850681.5899999999,0.0,0.0,13.882320621128565
2023-11,ES01,Events,C026,Axiom ES01,Core,2.21812,30,288223.24999999994,0.0,0.0,0.0,0.0,288223.24999999994,0.0,0.0,11.446101242699882
2023-11,ES01,Events,C022,Vector ES01,Strategic,1.0,30,966685.06,0.0,0.0,0.0,0.0,966685.06,0.0,0.0,0.0
2023-11,ES01,Events,C024,Pioneer ES01,Strategic,1.02279,30,1218670.51,0.0,0.0,0.0,0.0,1218670.51,0.0,0.0,0.0
2023-11,ES01,Events,C025,Keystone ES01,Core,2.0810400000000002,30,554156.86,0.0,0.0,0.0,0.0,554156.86,0.0,0.0,0.0
2023-11,ES01,Hardware,C015,Nova ES01,Strategic,1.134235,45,1255902.56,0.0,0.0,0.0,0.0,1255902.56,0.0,0.0,13.670428460628347
2023-11,ES01,Hardware,C016,Meridian ES01,Core,2.18475,45,650282.6,0.0,0.0,0.0,0.0,650282.6,0.0,0.0,14.449205929852651
2023-11,ES01,Hardware,C017,Orion ES01,Strategic,1.2359149999999999,45,1854169.94,0.0,0.0,0.0,0.0,1854169.94,0.0,0.0,14.537238048417505
2023-11,ES01,Hardware,C018,Atlas ES01,Strategic,1.285565,45,1407818.67,0.0,0.0,0.0,0.0,1407818.67,0.0,0.0,14.608794895439198
2023-11,ES01,Hardware,C019,Nimbus ES01,Core,2.209905,45,976187.26,0.0,0.0,0.0,0.0,976187.26,0.0,0.0,14.984552656423725
2023-11,ES01,Hardware,C020,Summit ES01,Strategic,1.0,45,1704703.6599999992,0.0,0.0,0.0,0.0,1704703.6599999992,0.0,0.0,9.632536191070294
2023-11,ES01,Hardware,C021,Cobalt ES01,Core,1.9086199999999998,45,739773.31,0.0,0.0,0.0,0.0,739773.31,0.0,0.0,16.20270904339601
2023-11,ES01,Spare Parts,C027,Cobalt ES01,Core,2.25286,45,566581.1799999997,0.0,0.0,0.0,0.0,566581.1799999997,0.0,0.0,11.311348357882267
2023-11,ES01,Spare Parts,C028,Vertex ES01,Growth,3.0423750000000003,45,649468.76,0.0,0.0,0.0,0.0,649468.76,0.0,0.0,14.59090226295103
2023-11,ES01,Spare Parts,C029,Nova ES01,Core,2.341555,45,514279.03,0.0,0.0,0.0,0.0,514279.03,0.0,0.0,14.427045761519773
2023-11,ES01,Spare Parts,C030,Meridian ES01,Growth,2.7239050000000002,45,362467.91000000003,0.0,0.0,0.0,0.0,362467.91000000003,0.0,0.0,14.820321335480429
2023-11,ES01,Spare Parts,C031,Orion ES01,Growth,2.81174,45,386756.78,0.0,0.0,0.0,0.0,386756.78,0.0,0.0,14.529483361610364
2023-11,ES01,Spare Parts,C033,Nimbus ES01,Growth,2.8488800000000003,45,366835.35,0.0,0.0,0.0,0.0,366835.35,0.0,0.0,14.652329171656985
