vintage,month,horizon_month,entity,division,scenario,revenue_forecast,gross_profit_forecast,marginal_contribution_forecast,opex_forecast,bias_correction,active_action_count,action_opex_reduction_pct,action_revenue_impact_forecast,action_gross_profit_impact_forecast,action_opex_impact_forecast,action_ebit_impact_forecast,personnel_cost_forecast,non_people_opex_forecast,workforce_fte_forecast,workforce_hires_forecast,workforce_attrition_forecast,workforce_target_fte
2026-08,2026-09,1,ES01,Hardware,Upside,5394028.32,1586150.97,1862187.57,482896.88,0.98743,12,0.008042,9110.52,23401.01,1301.36,24702.37,322377.36,160519.51,41.8191,1.4553,0.3734,43.0098
2026-08,2026-09,1,ES01,Hardware,Downside,5353290.91,1414443.81,1736314.11,479670.68,0.98743,12,0.008042,9041.71,23823.72,1291.54,25115.26,320363.46,159307.22,41.6404,1.2766,0.3734,42.6849
2026-08,2026-09,1,ES01,Spare Parts,Base,2270495.86,978372.55,1057066.69,218399.13,1.00408,8,0.004394,2703.01,3965.38,299.3,4264.68,150583.59,67815.54,20.8753,0.9064,0.1847,21.6169
2026-08,2026-09,1,ES01,Spare Parts,Upside,2277014.23,1008446.36,1079186.93,218969.44,1.00408,8,0.004394,2710.77,3950.13,300.16,4250.29,150959.2,68010.23,20.9094,0.9405,0.1847,21.6789
2026-08,2026-09,1,ES01,Spare Parts,Downside,2259817.49,933182.53,1023683.16,217464.85,1.00408,8,0.004394,2690.3,3986.39,297.89,4284.28,149968.26,67496.6,20.8194,0.8505,0.1847,21.5152
2026-08,2026-09,1,JP01,Hardware,Base,3556523.82,1126591.29,1316337.1,407662.98,0.93417,14,0.008042,6006.97,15126.21,858.05,15984.26,301825.32,105837.66,28.7359,0.0596,0.2653,28.7847
2026-08,2026-09,1,JP01,Hardware,Upside,3566734.24,1172394.38,1349914.31,408545.2,0.93417,14,0.008042,6024.22,15009.88,860.51,15870.39,302403.69,106141.5,28.7814,0.1051,0.2653,28.8674
2026-08,2026-09,1,JP01,Hardware,Downside,3539797.13,1057921.91,1265786.6,406406.41,0.93417,14,0.008042,5978.72,15292.89,854.01,16146.9,301066.52,105339.89,28.6763,0.0,0.2653,28.6493
2026-08,2026-09,1,JP01,Software,Base,852337.15,622819.73,661144.13,143836.83,1.06115,10,0.004394,1014.7,1238.93,205.98,1444.91,97164.27,46672.56,8.755,0.6889,0.0746,9.3186
2026-08,2026-09,1,JP01,Software,Upside,854784.12,634842.98,670206.85,144161.3,1.06115,10,0.004394,1017.62,1232.49,206.58,1439.07,97354.75,46806.55,8.7697,0.7036,0.0746,9.3454
2026-08,2026-09,1,JP01,Software,Downside,848328.52,604653.69,647368.91,143305.3,1.06115,10,0.004394,1009.93,1247.99,205.02,1453.01,96852.24,46453.06,8.7309,0.6648,0.0746,9.2748
2026-08,2026-09,1,JP01,Spare Parts,Base,3119731.82,1349161.3,1457556.08,376389.52,1.00245,10,0.004394,3714.02,5443.82,411.24,5855.06,283208.85,93180.67,28.6753,1.2189,0.254,29.6726
2026-08,2026-09,1,JP01,Spare Parts,Upside,3128688.25,1390497.57,1487964.65,377236.16,1.00245,10,0.004394,3724.68,5422.85,412.42,5835.27,283787.98,93448.19,28.7222,1.2658,0.254,29.7578
2026-08,2026-09,1,JP01,Spare Parts,Downside,3105059.4,1287046.01,1411662.02,375002.56,1.00245,10,0.004394,3696.55,5472.71,409.31,5882.02,282260.12,92742.43,28.5985,1.1422,0.254,29.533
2026-08,2026-09,1,US01,Events,Base,2837388.56,1112722.76,1269188.81,614704.67,1.13636,10,0.007049,3377.89,8522.47,900.03,9422.5,487922.23,126782.44,35.663,4.0297,0.2927,38.96
2026-08,2026-09,1,US01,Events,Upside,2845534.41,1149921.61,1296635.55,615946.62,1.13636,10,0.007049,3387.59,8445.5,902.62,9348.12,488800.19,127146.42,35.7245,4.0912,0.2927,39.0719
2026-08,2026-09,1,US01,Events,Downside,2824044.03,1056868.24,1227784.79,612670.11,1.13636,10,0.007049,3362.01,8633.39,895.8,9529.19,486483.94,126186.17,35.5622,3.9289,0.2927,38.7768
2026-08,2026-09,1,US01,Hardware,Base,6277554.53,1838845.41,2179876.65,889499.03,0.97549,13,0.010688,10602.8,27260.72,2012.84,29273.56,703185.22,186313.82,48.7702,1.3215,0.439,49.8514
2026-08,2026-09,1,US01,Hardware,Upside,6295576.75,1919261.89,2238731.0,891188.87,0.97549,13,0.010688,10633.24,27057.0,2018.61,29075.61,704340.16,186848.71,48.8489,1.4002,0.439,49.9945
2026-08,2026-09,1,US01,Hardware,Downside,6248030.55,1718342.31,2091326.1,886730.75,0.97549,13,0.010688,10552.93,27552.29,2003.37,29555.66,701293.19,185437.57,48.6413,1.1925,0.439,49.617
2026-08,2026-09,1,US01,Software,Base,1286172.77,941956.5,999492.08,266611.53,1.07428,9,0.007049,1531.18,1867.47,498.64,2366.11,196370.65,70240.88,13.1127,1.1227,0.1109,14.0313
2026-08,2026-09,1,US01,Software,Upside,1289865.24,960105.63,1013172.93,267144.5,1.07428,9,0.007049,1535.58,1857.74,500.07,2357.81,196701.97,70442.53,13.1349,1.1449,0.1109,14.0716
2026-08,2026-09,1,US01,Software,Downside,1280123.77,914534.05,978696.73,265738.41,1.07428,9,0.007049,1523.98,1881.15,496.3,2377.45,195827.88,69910.53,13.0764,1.0865,0.1109,13.9653
2026-08,2026-10,2,DE01,Hardware,Base,6170078.33,1820869.15,2155999.67,719602.04,1.00527,12,0.016036,20809.75,53551.78,2968.3,56520.08,537467.99,182134.05,47.3658,2.2189,0.4177,49.1813
2026-08,2026-10,2,DE01,Hardware,Upside,6205556.53,1905000.21,2219959.44,722986.82,1.00527,12,0.016036,20929.4,53305.17,2985.37,56290.54,539805.49,183181.33,47.5546,2.3339,0.4184,49.4641
2026-08,2026-10,2,DE01,Hardware,Downside,6112177.8,1694953.11,2059587.39,714076.23,1.00527,12,0.016036,20614.47,53868.54,2940.45,56808.99,533651.33,180424.89,47.0576,2.0316,0.4166,48.7198
2026-08,2026-10,2,DE01,Software,Base,1058899.63,775142.31,822450.5,187488.93,1.05828,8,0.008778,2518.75,3074.32,511.23,3585.55,129760.68,57728.25,10.9763,0.7003,0.0951,11.5492
2026-08,2026-10,2,DE01,Software,Upside,1064988.35,792323.96,836086.8,188383.51,1.05828,8,0.008778,2533.23,3067.08,514.17,3581.25,130323.31,58060.19,11.0205,0.7273,0.0952,11.6156
2026-08,2026-10,2,DE01,Software,Downside,1048962.83,749068.7,801572.83,186028.51,1.05828,8,0.008778,2495.11,3082.28,506.43,3588.71,128841.98,57186.53,10.9039,0.6562,0.0948,11.4408
2026-08,2026-10,2,ES01,Events,Base,3979989.63,1515809.4,1734894.45,568120.93,1.13636,9,0.008778,9466.99,24207.3,1572.14,25779.44,390593.53,177527.4,52.3008,4.0291,0.4466,55.5974
2026-08,2026-10,2,ES01,Events,Upside,4002874.73,1572160.66,1778214.87,571177.99,1.13636,9,0.008778,9521.43,24061.55,1581.18,25642.73,392629.81,178548.19,52.5143,4.159,0.4474,55.9171
2026-08,2026-10,2,ES01,Events,Downside,3942641.07,1431207.17,1669349.64,563131.22,1.13636,9,0.008778,9378.15,24401.13,1557.38,25958.51,387269.76,175861.47,51.9523,3.8175,0.4453,55.0757
2026-08,2026-10,2,ES01,Hardware,Base,5610954.02,1604834.52,1910394.66,500684.52,0.98743,12,0.016036,18923.99,49083.16,2699.32,51782.48,335055.18,165629.33,43.1981,1.8295,0.3827,44.695
2026-08,2026-10,2,ES01,Hardware,Upside,5643217.23,1681048.31,1968269.65,503325.27,0.98743,12,0.016036,19032.81,48861.1,2714.84,51575.94,336743.56,166581.71,43.3697,1.9339,0.3833,44.952
2026-08,2026-10,2,ES01,Hardware,Downside,5558300.36,1490807.7,1823190.51,496374.22,0.98743,12,0.016036,18746.41,49367.61,2673.99,52041.6,332299.17,164075.05,42.918,1.6593,0.3817,44.2756
2026-08,2026-10,2,ES01,Spare Parts,Base,2370248.26,1024280.17,1106253.62,227778.64,1.00408,8,0.008778,5637.98,8273.26,624.18,8897.44,157295.41,70483.23,21.7071,1.0231,0.1914,22.5442
2026-08,2026-10,2,ES01,Spare Parts,Upside,2383877.28,1058652.53,1132552.52,229003.06,1.00408,8,0.008778,5670.4,8265.07,627.77,8892.84,158114.55,70888.51,21.7936,1.0758,0.1917,22.6738
2026-08,2026-10,2,ES01,Spare Parts,Downside,2348005.65,972587.06,1066415.62,225780.17,1.00408,8,0.008778,5585.08,8278.02,618.32,8896.34,155958.36,69821.81,21.5658,0.9373,0.1908,22.3326
2026-08,2026-10,2,JP01,Hardware,Base,3710173.67,1189020.56,1385889.5,419924.35,0.93417,14,0.016036,12513.26,31493.19,1784.89,33278.08,310404.05,109520.31,29.3118,0.8393,0.2634,29.9984
2026-08,2026-10,2,JP01,Hardware,Upside,3731507.31,1240151.08,1424863.94,421921.17,0.93417,14,0.016036,12585.21,31340.82,1795.15,33135.97,311771.12,110150.05,29.4269,0.9094,0.2638,30.1709
2026-08,2026-10,2,JP01,Hardware,Downside,3675357.08,1112422.04,1327075.74,416716.27,0.93417,14,0.016036,12395.83,31690.31,1768.14,33458.45,308223.71,108492.56,29.1304,0.7169,0.2629,29.7169
2026-08,2026-10,2,JP01,Software,Base,893577.63,653476.5,693568.15,151604.09,1.06115,10,0.008778,2125.51,2595.6,431.41,3027.01,102888.73,48715.36,9.2715,0.5968,0.0803,9.7598
2026-08,2026-10,2,JP01,Software,Upside,898715.74,667971.93,705072.73,152340.21,1.06115,10,0.008778,2137.73,2589.5,433.89,3023.39,103344.73,48995.48,9.3089,0.6196,0.0804,9.8159
2026-08,2026-10,2,JP01,Software,Downside,885192.22,631479.72,675954.5,150402.39,1.06115,10,0.008778,2105.56,2602.3,427.36,3029.66,102144.18,48258.21,9.2104,0.5595,0.08,9.6682
2026-08,2026-10,2,JP01,Spare Parts,Base,3256794.71,1412441.78,1525353.54,392292.84,1.00245,10,0.008778,7746.77,11357.83,857.64,12215.47,295446.68,96846.16,29.8056,1.3932,0.2629,30.9455
2026-08,2026-10,2,JP01,Spare Parts,Upside,3275521.41,1459699.51,1561519.68,394199.28,1.00245,10,0.008778,7791.31,11346.52,862.58,12209.1,296796.25,97403.03,29.9244,1.4655,0.2633,31.1234
2026-08,2026-10,2,JP01,Spare Parts,Downside,3226232.68,1341366.46,1470564.9,389180.67,1.00245,10,0.008778,7674.07,11364.46,849.6,12214.06,293243.32,95937.34,29.6117,1.2753,0.2622,30.6551
2026-08,2026-10,2,US01,Events,Base,2956104.73,1166766.54,1329099.83,654185.48,1.13636,10,0.014064,7031.53,17735.05,1870.86,19605.91,523031.63,131153.84,38.2036,2.8675,0.3269,40.5498
2026-08,2026-10,2,US01,Events,Upside,2973102.44,1208856.22,1361508.71,657124.59,1.13636,10,0.014064,7071.96,17625.39,1881.62,19507.01,525216.61,131907.98,38.3593,2.9622,0.3275,40.7829
2026-08,2026-10,2,US01,Events,Downside,2928364.39,1103545.01,1280036.7,649386.65,1.13636,10,0.014064,6965.55,17881.31,1853.3,19734.61,519463.57,129923.08,37.9494,2.7131,0.326,40.1692
2026-08,2026-10,2,US01,Hardware,Base,6548759.03,1943419.11,2297252.79,919842.6,0.97549,13,0.021284,22086.92,56757.18,4181.51,60938.69,727561.32,192281.28,50.3198,1.9967,0.4471,51.9535
2026-08,2026-10,2,US01,Hardware,Upside,6586414.65,2032775.68,2365189.37,923858.8,0.97549,13,0.021284,22213.92,56494.96,4205.56,60700.52,730471.9,193386.9,50.5192,2.1181,0.4478,52.2522
2026-08,2026-10,2,US01,Hardware,Downside,6487304.92,1809673.82,2194839.52,913285.07,0.97549,13,0.021284,21879.65,57094.14,4142.27,61236.41,722808.18,190476.89,49.9942,1.7988,0.4459,51.4659
2026-08,2026-10,2,US01,Software,Base,1348404.46,988315.39,1048504.1,282253.36,1.07428,9,0.014064,3207.38,3912.4,1043.02,4955.42,209134.11,73119.25,13.9292,0.9367,0.1202,14.6956
2026-08,2026-10,2,US01,Software,Upside,1356157.84,1010201.7,1065875.46,283518.58,1.07428,9,0.014064,3225.82,3903.17,1049.02,4952.19,209978.89,73539.69,13.9856,0.9711,0.1204,14.7801
2026-08,2026-10,2,US01,Software,Downside,1335750.92,955101.5,1021907.23,280187.59,1.07428,9,0.014064,3177.28,3922.56,1033.23,4955.79,207754.5,72433.09,13.8372,0.8806,0.1199,14.5577
2026-08,2026-11,3,DE01,Hardware,Base,6427794.37,1921541.98,2268773.54,748774.09,1.00527,12,0.023981,32467.32,83506.71,4624.35,88131.06,560564.6,188209.49,49.2708,2.3392,0.4342,51.1846
2026-08,2026-11,3,DE01,Hardware,Upside,6483314.1,2014679.08,2341947.87,754351.89,1.00527,12,0.023981,32747.76,83361.08,4664.29,88025.37,564516.76,189835.14,49.5981,2.4794,0.4359,51.6267
2026-08,2026-11,3,DE01,Hardware,Downside,6337528.53,1782329.5,2158353.32,739699.98,1.00527,12,0.023981,32011.38,83605.15,4559.41,88164.56,554133.52,185566.45,48.738,2.1118,0.4314,50.4658
2026-08,2026-11,3,DE01,Software,Base,1108610.83,812176.72,861598.39,196795.63,1.05828,8,0.01315,3951.61,4823.95,801.8,5625.75,136623.83,60171.79,11.5377,0.6621,0.1006,12.0794
2026-08,2026-11,3,DE01,Software,Upside,1118186.4,832523.03,878372.22,198274.77,1.05828,8,0.01315,3985.74,4826.39,808.73,5635.12,137583.24,60691.52,11.6148,0.6953,0.101,12.1837
2026-08,2026-11,3,DE01,Software,Downside,1093042.55,781224.17,835815.94,194389.38,1.05828,8,0.01315,3896.11,4813.73,790.54,5604.27,135062.58,59326.8,11.4122,0.6082,0.1,11.9098
2026-08,2026-11,3,ES01,Events,Base,4140820.38,1587762.0,1814749.02,592649.3,1.13636,9,0.01315,14759.81,37729.13,2450.33,40179.46,408762.72,183886.59,55.1023,3.2809,0.4794,57.7866
2026-08,2026-11,3,ES01,Events,Upside,4176586.5,1650971.3,1865070.39,597509.86,1.13636,9,0.01315,14887.3,37609.72,2471.5,40081.22,412034.96,185474.9,55.4719,3.4391,0.4814,58.2857
2026-08,2026-11,3,ES01,Events,Downside,4082670.63,1492891.78,1738463.17,584745.16,1.13636,9,0.01315,14552.54,37852.22,2415.92,40268.14,403440.9,181304.26,54.5005,3.0245,0.4762,56.9751
2026-08,2026-11,3,ES01,Hardware,Base,5845316.18,1694541.9,2011135.34,520381.83,0.98743,12,0.023981,29525.18,76538.29,4205.3,80743.59,349227.61,171154.22,44.8445,2.0424,0.396,46.5156
2026-08,2026-11,3,ES01,Hardware,Upside,5895804.78,1778782.35,2077229.17,524595.11,0.98743,12,0.023981,29780.2,76411.03,4241.62,80652.65,351962.55,172632.56,45.142,2.1699,0.3976,46.9173
2026-08,2026-11,3,ES01,Hardware,Downside,5763230.1,1568687.16,1911452.12,513530.0,0.98743,12,0.023981,29110.55,76619.41,4146.24,80765.65,344779.3,168750.69,44.3603,1.8358,0.3934,45.8623
2026-08,2026-11,3,ES01,Spare Parts,Base,2470986.7,1070857.49,1156129.52,237348.02,1.00408,8,0.01315,8807.75,12928.05,974.8,13902.85,164193.26,73154.76,22.5921,1.084,0.199,23.479
2026-08,2026-11,3,ES01,Spare Parts,Upside,2492329.72,1109820.87,1186915.26,239296.46,1.00408,8,0.01315,8883.82,12952.28,983.22,13935.5,165509.83,73786.63,22.7422,1.1484,0.1998,23.6818
2026-08,2026-11,3,ES01,Spare Parts,Downside,2436286.51,1012250.75,1109395.89,234179.55,1.00408,8,0.01315,8684.06,12874.72,961.11,13835.83,162052.11,72127.44,22.3477,0.9796,0.1977,23.1493
2026-08,2026-11,3,JP01,Hardware,Base,3865142.73,1252954.68,1456932.26,434967.49,0.93417,14,0.023981,19523.16,49109.71,2780.7,51890.41,321793.93,113173.57,30.2406,1.1975,0.2687,31.2204
2026-08,2026-11,3,JP01,Hardware,Upside,3898527.69,1309801.75,1501733.75,438240.3,0.93417,14,0.023981,19691.79,49012.6,2804.72,51817.32,324089.2,114151.1,30.4403,1.2831,0.2697,31.4901
2026-08,2026-11,3,JP01,Hardware,Downside,3810864.33,1167874.66,1389233.18,429666.71,0.93417,14,0.023981,19248.99,49184.41,2741.65,51926.06,318082.44,111584.27,29.9186,1.0552,0.267,30.782
2026-08,2026-11,3,JP01,Software,Base,935527.61,684700.02,726582.75,159098.55,1.06115,10,0.01315,3334.66,4072.79,676.62,4749.41,108321.15,50777.4,9.7482,0.5617,0.085,10.2078
2026-08,2026-11,3,JP01,Software,Upside,943608.18,701863.91,740733.45,160309.51,1.06115,10,0.01315,3363.46,4074.87,682.46,4757.33,109093.52,51215.99,9.8134,0.5898,0.0853,10.296
2026-08,2026-11,3,JP01,Software,Downside,922389.94,658589.44,704832.6,157128.7,1.06115,10,0.01315,3287.83,4064.14,667.12,4731.26,107064.37,50064.33,9.6421,0.5162,0.0844,10.0645
2026-08,2026-11,3,JP01,Spare Parts,Base,3395212.46,1476643.64,1594098.92,408819.68,1.00245,10,0.01315,12102.12,17748.09,1339.41,19087.5,308302.76,100516.92,31.0153,1.4829,0.2732,32.2286
2026-08,2026-11,3,JP01,Spare Parts,Upside,3424538.42,1530225.9,1636447.34,411937.88,1.00245,10,0.01315,12206.65,17781.24,1350.98,19132.22,310552.75,101385.13,31.2214,1.5713,0.2743,32.507
2026-08,2026-11,3,JP01,Spare Parts,Downside,3347533.32,1396042.4,1529807.65,403747.43,1.00245,10,0.01315,11932.17,17675.02,1320.6,18995.62,304642.08,99105.36,30.6799,1.3397,0.2714,31.776
2026-08,2026-11,3,US01,Events,Base,3075560.45,1221684.34,1389872.67,687024.61,1.13636,10,0.021044,10962.73,27641.65,2912.49,30554.14,551536.89,135487.72,40.2146,2.3612,0.3502,42.1465
2026-08,2026-11,3,US01,Events,Upside,3102125.44,1268998.65,1427611.08,691955.48,1.13636,10,0.021044,11057.42,27549.67,2937.65,30487.32,555297.5,136657.98,40.4842,2.4766,0.3516,42.5105
2026-08,2026-11,3,US01,Events,Downside,3032370.2,1150625.02,1332622.42,679001.32,1.13636,10,0.021044,10808.78,27738.44,2871.59,30610.03,545416.27,133585.06,39.7757,2.1742,0.3479,41.5546
2026-08,2026-11,3,US01,Hardware,Base,6822292.06,2050660.45,2417270.52,954539.77,0.97549,13,0.031789,34459.96,88505.13,6506.22,95011.35,756377.2,198162.56,52.1747,2.3161,0.4613,54.0697
2026-08,2026-11,3,US01,Hardware,Upside,6881219.24,2149610.33,2495015.75,961293.67,0.97549,13,0.031789,34757.61,88349.46,6562.41,94911.87,761419.49,199874.18,52.5205,2.4643,0.4631,54.5367
2026-08,2026-11,3,US01,Hardware,Downside,6726486.26,1902746.88,2299943.44,943549.86,0.97549,13,0.031789,33976.04,88611.39,6414.85,95026.24,748170.1,195379.76,51.6119,2.076,0.4583,53.3104
2026-08,2026-11,3,US01,Software,Base,1411706.78,1035530.82,1098408.44,296747.88,1.07428,9,0.021044,5031.98,6138.99,1633.94,7772.93,220737.92,76009.96,14.6643,0.8628,0.1277,15.3702
2026-08,2026-11,3,US01,Software,Upside,1423900.32,1061451.1,1119779.05,298879.46,1.07428,9,0.021044,5075.44,6142.06,1648.05,7790.11,222212.97,76666.49,14.7625,0.9051,0.1282,15.503
2026-08,2026-11,3,US01,Software,Downside,1391882.11,996097.48,1065559.51,293279.53,1.07428,9,0.021044,4961.32,6126.03,1610.99,7737.02,218336.99,74942.55,14.5046,0.7942,0.1268,15.1544
2026-08,2026-12,4,DE01,Hardware,Base,6791582.63,2030293.81,2397177.33,789123.01,1.00527,12,0.023981,34304.85,88232.86,4886.07,93118.93,590261.6,198861.41,51.6839,2.8647,0.4516,54.0278
2026-08,2026-12,4,DE01,Hardware,Upside,6869910.92,2134813.39,2481597.06,797246.2,1.00527,12,0.023981,34700.49,88331.86,4942.42,93274.28,596091.29,201154.91,52.1725,3.0291,0.4546,54.6509
2026-08,2026-12,4,DE01,Hardware,Downside,6664715.14,1874345.55,2269782.29,775955.32,1.00527,12,0.023981,33664.03,87921.42,4794.8,92716.22,580808.66,195146.66,50.8912,2.6,0.4468,53.0185
2026-08,2026-12,4,DE01,Software,Base,1177759.52,862835.58,915339.88,208803.71,1.05828,8,0.01315,4198.08,5124.84,851.81,5976.65,144878.75,63924.96,12.1954,0.7635,0.1058,12.8201
2026-08,2026-12,4,DE01,Software,Upside,1191342.79,886990.14,935838.98,210966.31,1.05828,8,0.01315,4246.5,5142.15,861.64,6003.79,146304.09,64662.22,12.3111,0.8028,0.1065,12.968
2026-08,2026-12,4,DE01,Software,Downside,1155758.85,826049.04,883773.16,205298.28,1.05828,8,0.01315,4119.66,5089.93,835.9,5925.83,142567.44,62730.83,12.0077,0.7002,0.1046,12.5806
2026-08,2026-12,4,ES01,Events,Base,4371636.39,1676266.41,1915906.06,626255.86,1.13636,9,0.01315,15582.55,39832.21,2586.92,42419.13,432119.14,194136.72,58.0896,3.4925,0.5051,60.9471
2026-08,2026-12,4,ES01,Events,Upside,4422055.09,1748003.08,1974685.31,633186.7,1.13636,9,0.01315,15762.26,39820.13,2616.75,42436.88,436810.97,196375.73,58.6411,3.6776,0.5085,61.65
2026-08,2026-12,4,ES01,Events,Downside,4289973.76,1568695.38,1826735.99,615026.8,1.13636,9,0.01315,15291.46,39774.22,2538.59,42312.81,424516.57,190510.23,57.1951,3.1942,0.4996,59.8086
2026-08,2026-12,4,ES01,Hardware,Base,6176138.42,1790446.41,2124957.81,549330.69,0.98743,12,0.023981,31196.19,80870.06,4443.3,85313.36,368489.81,180840.89,46.9997,2.5662,0.4111,49.0993
2026-08,2026-12,4,ES01,Hardware,Upside,6247368.7,1884850.27,2201093.32,555356.19,0.98743,12,0.023981,31555.98,80967.38,4494.55,85461.93,372429.64,182926.55,47.4438,2.7156,0.4138,49.6656
2026-08,2026-12,4,ES01,Hardware,Downside,6060767.5,1649673.53,2010134.37,539567.9,0.98743,12,0.023981,30613.44,80575.03,4360.3,84935.33,362105.14,177462.76,46.2794,2.3256,0.4066,48.1822
2026-08,2026-12,4,ES01,Spare Parts,Base,2613967.41,1132821.38,1223027.58,250987.63,1.00408,8,0.01315,9317.4,13676.12,1031.21,14707.33,173599.86,77387.77,23.7203,1.3353,0.2071,24.8129
2026-08,2026-12,4,ES01,Spare Parts,Upside,2644114.66,1177409.88,1259199.38,253769.66,1.00408,8,0.01315,9424.86,13741.08,1043.1,14784.18,175489.37,78280.29,23.9447,1.4109,0.2085,25.0991
2026-08,2026-12,4,ES01,Spare Parts,Downside,2565138.22,1065787.25,1168070.25,246480.38,1.00408,8,0.01315,9143.35,13555.64,1011.95,14567.59,170538.22,75942.16,23.3565,1.2136,0.2049,24.3494
2026-08,2026-12,4,JP01,Hardware,Base,4083894.83,1323867.06,1539388.98,457648.05,0.93417,14,0.023981,20628.09,51889.13,2938.08,54827.21,338069.3,119578.75,31.6085,1.6451,0.2772,32.9546
2026-08,2026-12,4,JP01,Hardware,Upside,4130994.97,1387904.58,1591281.39,462400.15,0.93417,14,0.023981,20866.0,51935.2,2971.96,54907.16,341442.28,120957.87,31.9066,1.7454,0.279,33.3346
2026-08,2026-12,4,JP01,Hardware,Downside,4007607.24,1228168.34,1460954.91,449955.88,0.93417,14,0.023981,20242.76,51723.65,2883.19,54606.84,332610.87,117345.01,31.1264,1.4821,0.2743,32.339
2026-08,2026-12,4,JP01,Software,Base,993880.37,727407.62,771902.76,168845.07,1.06115,10,0.01315,3542.65,4326.83,718.82,5045.65,114900.47,53944.6,10.305,0.6462,0.0894,10.8337
2026-08,2026-12,4,JP01,Software,Upside,1005342.94,747782.76,789195.31,170610.58,1.06115,10,0.01315,3583.51,4341.46,727.11,5068.57,116043.83,54566.75,10.4028,0.6794,0.09,10.9587
2026-08,2026-12,4,JP01,Software,Downside,975314.58,696377.81,745274.3,165983.48,1.06115,10,0.01315,3476.48,4297.33,705.4,5002.73,113046.57,52936.91,10.1464,0.5927,0.0884,10.6314
2026-08,2026-12,4,JP01,Spare Parts,Base,3591672.39,1562087.86,1686339.55,431527.96,1.00245,10,0.01315,12802.39,18775.06,1416.91,20191.97,325194.74,106333.21,32.5617,1.8307,0.2843,34.0596
2026-08,2026-12,4,JP01,Spare Parts,Upside,3633095.65,1623417.92,1736108.34,436050.47,1.00245,10,0.01315,12950.04,18864.13,1433.26,20297.39,328490.9,107559.57,32.8697,1.9345,0.2862,34.4524
2026-08,2026-12,4,JP01,Spare Parts,Downside,3524579.56,1469877.09,1610716.98,424197.95,1.00245,10,0.01315,12563.24,18609.83,1390.45,20000.28,319851.05,104346.9,32.0623,1.6636,0.2812,33.4234
2026-08,2026-12,4,US01,Events,Base,3246997.15,1289783.0,1467346.42,725768.01,1.13636,10,0.021044,11573.81,29182.44,3074.84,32257.28,582727.99,143040.02,42.379,2.5331,0.3686,44.4516
2026-08,2026-12,4,US01,Events,Upside,3284445.23,1343580.93,1511515.41,733015.81,1.13636,10,0.021044,11707.29,29168.83,3110.3,32279.13,588326.09,144689.72,42.7812,2.6681,0.3711,44.9642
2026-08,2026-12,4,US01,Events,Downside,3186342.9,1209049.56,1400288.12,714016.33,1.13636,10,0.021044,11357.61,29146.89,3017.4,32164.29,573648.31,140368.02,41.7267,2.3156,0.3646,43.6212
