month,receipt_month,service_month,entity,division,customer,product,product_family,quality_tier,original_advance,contract_liability,months_to_service
2023-09,2023-09,2023-10,DE01,Software,C003,SW-AUT-RPA-E,Automation,Essential,653.96,653.96,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-PLT-API-E,Platform,Essential,770.12,770.12,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-PLT-CORE-E,Platform,Essential,949.6,949.6,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-PLT-CORE-P,Platform,Professional,1341.19,1341.19,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-PLT-CORE-X,Platform,Premium,1325.58,1325.58,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-PLT-EDGE-E,Platform,Essential,724.43,724.43,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-PLT-WF-E,Platform,Essential,678.75,678.75,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-PLT-WF-P,Platform,Professional,1437.98,1437.98,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-SEC-CMP-X,Security,Premium,1858.8,1858.8,1
2023-09,2023-09,2023-10,DE01,Software,C003,SW-SEC-PAM-P,Security,Professional,828.38,828.38,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-ANL-BI-P,Analytics,Professional,4094.8,4094.8,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-ANL-BI-X,Analytics,Premium,4594.2,4594.2,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-ANL-FIN-E,Analytics,Essential,3308.17,3308.17,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-ANL-FIN-P,Analytics,Professional,4390.3,4390.3,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-ANL-OPS-E,Analytics,Essential,2681.08,2681.08,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-ANL-PRD-E,Analytics,Essential,3026.43,3026.43,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-ANL-PRD-X,Analytics,Premium,5257.28,5257.28,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-AUT-INT-E,Automation,Essential,2592.68,2592.68,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-AUT-INT-P,Automation,Professional,3847.45,3847.45,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-AUT-INT-X,Automation,Premium,3594.55,3594.55,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-AUT-MON-P,Automation,Professional,4090.08,4090.08,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-AUT-MON-X,Automation,Premium,3821.23,3821.23,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-AUT-ORC-X,Automation,Premium,4711.78,4711.78,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-AUT-RPA-P,Automation,Professional,4506.02,4506.02,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-AUT-RPA-X,Automation,Premium,5051.8,5051.8,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-API-E,Platform,Essential,3293.49,3293.49,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-API-P,Platform,Professional,5129.23,5129.23,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-CORE-E,Platform,Essential,3609.82,3609.82,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-CORE-P,Platform,Professional,5059.68,5059.68,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-CORE-X,Platform,Premium,4743.47,4743.47,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-EDGE-E,Platform,Essential,3614.46,3614.46,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-WF-E,Platform,Essential,3386.54,3386.54,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-WF-P,Platform,Professional,4520.68,4520.68,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-PLT-WF-X,Platform,Premium,5085.78,5085.78,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-SEC-CMP-E,Security,Essential,2545.77,2545.77,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-SEC-CMP-P,Security,Professional,4751.1,4751.1,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-SEC-IAM-E,Security,Essential,3139.07,3139.07,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-SEC-KMS-P,Security,Professional,4469.25,4469.25,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-SEC-KMS-X,Security,Premium,4187.27,4187.27,1
2023-09,2023-09,2023-10,DE01,Software,C004,SW-SEC-PAM-P,Security,Professional,4187.43,4187.43,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-ANL-BI-E,Analytics,Essential,1039.51,1039.51,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-ANL-FIN-E,Analytics,Essential,1114.52,1114.52,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-ANL-FIN-X,Analytics,Premium,1450.1,1450.1,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-ANL-OPS-P,Analytics,Professional,1698.42,1698.42,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-ANL-PRD-E,Analytics,Essential,1189.54,1189.54,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-ANL-PRD-P,Analytics,Professional,1597.67,1597.67,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-AUT-INT-X,Automation,Premium,1582.8,1582.8,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-AUT-MON-E,Automation,Essential,862.15,862.15,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-AUT-ORC-E,Automation,Essential,1063.07,1063.07,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-AUT-ORC-X,Automation,Premium,1383.17,1383.17,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-AUT-RPA-P,Automation,Professional,1530.86,1530.86,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-AUT-RPA-X,Automation,Premium,1482.98,1482.98,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-PLT-API-E,Platform,Essential,1319.03,1319.03,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-PLT-EDGE-P,Platform,Professional,2499.76,2499.76,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-PLT-WF-E,Platform,Essential,1162.54,1162.54,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-PLT-WF-P,Platform,Professional,2342.11,2342.11,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-SEC-CMP-E,Security,Essential,1015.09,1015.09,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-SEC-CMP-P,Security,Professional,2045.04,2045.04,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-SEC-IAM-P,Security,Professional,2521.64,2521.64,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-SEC-KMS-E,Security,Essential,1432.3,1432.3,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-SEC-KMS-X,Security,Premium,1863.57,1863.57,1
2023-09,2023-09,2023-10,DE01,Software,C005,SW-SEC-PAM-E,Security,Essential,1341.98,1341.98,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-ANL-BI-E,Analytics,Essential,1039.51,1039.51,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-ANL-BI-P,Analytics,Professional,2094.24,2094.24,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-ANL-FIN-P,Analytics,Professional,1496.92,1496.92,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-ANL-OPS-P,Analytics,Professional,1698.42,1698.42,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-AUT-INT-E,Automation,Essential,1216.51,1216.51,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-AUT-MON-P,Automation,Professional,1736.94,1736.94,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-AUT-MON-X,Automation,Premium,1682.62,1682.62,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-AUT-ORC-E,Automation,Essential,1417.43,1417.43,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-AUT-ORC-P,Automation,Professional,1427.82,1427.82,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-AUT-RPA-P,Automation,Professional,1530.86,1530.86,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-PLT-API-E,Platform,Essential,1319.03,1319.03,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-PLT-API-P,Platform,Professional,1771.6,1771.6,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-PLT-CORE-E,Platform,Essential,1807.16,1807.16,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-PLT-CORE-P,Platform,Professional,2184.47,2184.47,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-PLT-EDGE-E,Platform,Essential,1654.38,1654.38,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-PLT-EDGE-P,Platform,Professional,2499.76,2499.76,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-PLT-WF-X,Platform,Premium,1512.58,1512.58,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-SEC-IAM-E,Security,Essential,1251.65,1251.65,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-SEC-IAM-P,Security,Professional,1681.09,1681.09,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-SEC-KMS-E,Security,Essential,1432.3,1432.3,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-SEC-KMS-P,Security,Professional,1923.72,1923.72,1
2023-09,2023-09,2023-10,DE01,Software,C006,SW-SEC-PAM-P,Security,Professional,1802.41,1802.41,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-ANL-OPS-E,Analytics,Essential,843.04,843.04,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-ANL-OPS-P,Analytics,Professional,849.21,849.21,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-ANL-OPS-X,Analytics,Premium,1645.31,1645.31,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-AUT-INT-E,Automation,Essential,811.01,811.01,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-AUT-MON-E,Automation,Essential,862.15,862.15,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-AUT-ORC-E,Automation,Essential,1063.07,1063.07,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-AUT-RPA-P,Automation,Professional,1530.86,1530.86,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-PLT-API-E,Platform,Essential,1319.03,1319.03,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-PLT-CORE-E,Platform,Essential,1084.29,1084.29,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-PLT-CORE-P,Platform,Professional,1456.31,1456.31,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-PLT-EDGE-E,Platform,Essential,1240.79,1240.79,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-PLT-EDGE-P,Platform,Professional,1666.51,1666.51,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-PLT-WF-P,Platform,Professional,1561.41,1561.41,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-SEC-CMP-E,Security,Essential,1015.09,1015.09,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-SEC-IAM-E,Security,Essential,1251.65,1251.65,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-SEC-IAM-P,Security,Professional,1681.09,1681.09,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-SEC-IAM-X,Security,Premium,1628.52,1628.52,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-SEC-KMS-P,Security,Professional,1923.72,1923.72,1
2023-09,2023-09,2023-10,DE01,Software,C007,SW-SEC-PAM-E,Security,Essential,894.65,894.65,1
2023-09,2023-09,2023-10,ES01,Events,C022,EV-DEP-MIG-E,Deployment & Integration,Essential,62508.16,62508.16,1
2023-09,2023-09,2023-10,ES01,Events,C022,EV-EXP-FOR-E,Customer Experience,Essential,75040.54,75040.54,1
2023-09,2023-09,2023-10,ES01,Events,C022,EV-TRN-CRT-E,Training & Enablement,Essential,28140.2,28140.2,1
2023-09,2023-09,2023-10,ES01,Events,C022,EV-TRN-TEC-E,Training & Enablement,Essential,30034.26,30034.26,1
2023-09,2023-09,2023-10,ES01,Events,C023,EV-DEP-LCH-E,Deployment & Integration,Essential,39380.27,39380.27,1
2023-09,2023-09,2023-10,ES01,Events,C023,EV-MNG-PRT-E,Managed Programs,Essential,52845.79,52845.79,1
2023-09,2023-09,2023-10,ES01,Events,C024,EV-TRN-CRT-P,Training & Enablement,Professional,36077.18,36077.18,1
2023-09,2023-09,2023-10,ES01,Events,C024,EV-TRN-EXE-E,Training & Enablement,Essential,31928.31,31928.31,1
2023-09,2023-09,2023-10,ES01,Events,C025,EV-MNG-PRT-E,Managed Programs,Essential,30487.95,30487.95,1
2023-09,2023-09,2023-10,ES01,Events,C025,EV-TRN-TEC-E,Training & Enablement,Essential,22753.22,22753.22,1
2023-09,2023-09,2023-10,ES01,Events,C026,EV-TRN-CRT-P,Training & Enablement,Professional,27331.2,27331.2,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-ANL-BI-E,Analytics,Essential,693.01,693.01,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-ANL-BI-X,Analytics,Premium,1352.5,1352.5,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-ANL-FIN-E,Analytics,Essential,743.01,743.01,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-ANL-FIN-P,Analytics,Professional,1496.92,1496.92,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-ANL-OPS-P,Analytics,Professional,1698.42,1698.42,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-ANL-PRD-E,Analytics,Essential,793.02,793.02,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-ANL-PRD-X,Analytics,Premium,1547.71,1547.71,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-AUT-INT-P,Automation,Professional,816.95,816.95,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-AUT-INT-X,Automation,Premium,1582.8,1582.8,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-AUT-MON-P,Automation,Professional,868.47,868.47,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-AUT-ORC-E,Automation,Essential,708.71,708.71,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-AUT-RPA-E,Automation,Essential,759.86,759.86,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-AUT-RPA-P,Automation,Professional,1530.86,1530.86,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-PLT-CORE-E,Platform,Essential,1084.29,1084.29,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-PLT-EDGE-E,Platform,Essential,827.19,827.19,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-PLT-WF-E,Platform,Essential,775.03,775.03,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-SEC-CMP-E,Security,Essential,1015.09,1015.09,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-SEC-KMS-E,Security,Essential,954.87,954.87,1
2023-09,2023-09,2023-10,JP01,Software,C053,SW-SEC-PAM-X,Security,Premium,1746.04,1746.04,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-ANL-BI-X,Analytics,Premium,1352.5,1352.5,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-ANL-FIN-E,Analytics,Essential,743.01,743.01,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-ANL-FIN-P,Analytics,Professional,1496.92,1496.92,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-ANL-OPS-E,Analytics,Essential,843.04,843.04,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-ANL-PRD-P,Analytics,Professional,1597.67,1597.67,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-ANL-PRD-X,Analytics,Premium,1547.71,1547.71,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-AUT-INT-E,Automation,Essential,811.01,811.01,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-AUT-INT-P,Automation,Professional,1633.9,1633.9,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-AUT-MON-E,Automation,Essential,862.15,862.15,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-AUT-MON-P,Automation,Professional,1736.94,1736.94,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-AUT-ORC-E,Automation,Essential,1063.07,1063.07,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-AUT-RPA-P,Automation,Professional,1530.86,1530.86,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-PLT-API-E,Platform,Essential,879.36,879.36,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-PLT-API-P,Platform,Professional,1771.6,1771.6,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-PLT-CORE-E,Platform,Essential,1084.29,1084.29,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-PLT-CORE-P,Platform,Professional,1456.31,1456.31,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-PLT-EDGE-P,Platform,Professional,1666.51,1666.51,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-PLT-WF-P,Platform,Professional,1561.41,1561.41,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-PLT-WF-X,Platform,Premium,1512.58,1512.58,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-SEC-CMP-E,Security,Essential,1015.09,1015.09,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-SEC-IAM-E,Security,Essential,834.44,834.44,1
2023-09,2023-09,2023-10,JP01,Software,C054,SW-SEC-IAM-X,Security,Premium,1628.52,1628.52,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-ANL-BI-P,Analytics,Professional,2456.88,2456.88,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-ANL-FIN-X,Analytics,Premium,1641.92,1641.92,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-ANL-OPS-E,Analytics,Essential,1608.65,1608.65,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-ANL-OPS-P,Analytics,Professional,1992.52,1992.52,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-ANL-PRD-P,Analytics,Professional,1874.32,1874.32,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-ANL-PRD-X,Analytics,Premium,1752.43,1752.43,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-AUT-INT-E,Automation,Essential,1555.61,1555.61,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-AUT-MON-E,Automation,Essential,1653.71,1653.71,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-AUT-MON-X,Automation,Premium,1910.61,1910.61,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-AUT-ORC-E,Automation,Essential,1359.4,1359.4,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-AUT-RPA-P,Automation,Professional,2703.61,2703.61,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-PLT-API-E,Platform,Essential,1646.74,1646.74,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-PLT-API-P,Platform,Professional,2051.69,2051.69,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-PLT-API-X,Platform,Premium,1923.46,1923.46,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-PLT-CORE-E,Platform,Essential,1804.91,1804.91,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-PLT-CORE-P,Platform,Professional,2529.84,2529.84,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-PLT-CORE-X,Platform,Premium,3162.31,3162.31,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-PLT-WF-P,Platform,Professional,2712.41,2712.41,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-PLT-WF-X,Platform,Premium,3390.52,3390.52,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-SEC-CMP-P,Security,Professional,2375.55,2375.55,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-SEC-CMP-X,Security,Premium,2225.66,2225.66,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-SEC-KMS-E,Security,Essential,1796.06,1796.06,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-SEC-KMS-P,Security,Professional,2234.62,2234.62,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-SEC-KMS-X,Security,Premium,2093.64,2093.64,1
2023-09,2023-09,2023-10,JP01,Software,C055,SW-SEC-PAM-E,Security,Essential,1682.79,1682.79,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-ANL-BI-E,Analytics,Essential,1039.51,1039.51,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-ANL-BI-P,Analytics,Professional,2094.24,2094.24,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-ANL-FIN-E,Analytics,Essential,1114.52,1114.52,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-ANL-OPS-P,Analytics,Professional,1698.42,1698.42,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-ANL-PRD-E,Analytics,Essential,1189.54,1189.54,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-ANL-PRD-P,Analytics,Professional,1597.67,1597.67,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-ANL-PRD-X,Analytics,Premium,1547.71,1547.71,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-AUT-INT-E,Automation,Essential,1216.51,1216.51,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-AUT-MON-X,Automation,Premium,1682.62,1682.62,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-AUT-RPA-P,Automation,Professional,1530.86,1530.86,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-PLT-API-E,Platform,Essential,1319.03,1319.03,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-PLT-API-X,Platform,Premium,1716.19,1716.19,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-PLT-CORE-E,Platform,Essential,1445.73,1445.73,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-PLT-EDGE-E,Platform,Essential,1654.38,1654.38,1
2023-09,2023-09,2023-10,JP01,Software,C056,SW-PLT-EDGE-X,Platform,Premium,1614.39,1614.39,1
