month,entity,division,customer,customer_name,customer_segment,risk_score,payment_terms_days,current,overdue_1_30,overdue_31_60,overdue_61_90,overdue_90_plus,total_ar,overdue_ar,overdue_pct,weighted_age_days,risk_multiplier,ecl_current,ecl_overdue_1_30,ecl_overdue_31_60,ecl_overdue_61_90,ecl_overdue_90_plus,gross_ar,credit_loss_allowance,net_ar,allowance_pct
2023-09,DE01,Software,C007,Vertex DE01,Core,2.185245,30,60760.54,0.0,0.0,0.0,0.0,60760.54,0.0,0.0,0.0,0.8926023125,108.46999702549749,0.0,0.0,0.0,0.0,60760.54,108.46999702549749,60652.070002974506,0.0017852046249999998
2023-09,ES01,Events,C022,Vector ES01,Strategic,1.0,30,477988.52,0.0,0.0,0.0,0.0,477988.52,0.0,0.0,0.0,0.7,669.183928,0.0,0.0,0.0,0.0,477988.52,669.183928,477319.33607200003,0.0014
2023-09,ES01,Events,C023,Redwood ES01,Growth,2.795945,30,330286.16,0.0,0.0,0.0,0.0,330286.16,0.0,0.0,0.0,0.9918410625,655.18275172689,0.0,0.0,0.0,0.0,330286.16,655.18275172689,329630.9772482731,0.0019836821250000004
2023-09,ES01,Events,C024,Pioneer ES01,Strategic,1.02279,30,206077.25,0.0,0.0,0.0,0.0,206077.25,0.0,0.0,0.0,0.703703375,290.0345126714375,0.0,0.0,0.0,0.0,206077.25,290.0345126714375,205787.21548732856,0.00140740675
2023-09,ES01,Events,C025,Keystone ES01,Core,2.0810400000000002,30,192639.40999999997,0.0,0.0,0.0,0.0,192639.40999999997,0.0,0.0,0.0,0.875669,337.37671903058,0.0,0.0,0.0,0.0,192639.40999999997,337.37671903058,192302.0332809694,0.001751338
2023-09,ES01,Events,C026,Axiom ES01,Core,2.21812,30,109324.8,0.0,0.0,0.0,0.0,109324.8,0.0,0.0,0.0,0.8979444999999999,196.3352057472,0.0,0.0,0.0,0.0,109324.8,196.3352057472,109128.46479425281,0.001795889
2023-09,ES01,Hardware,C015,Nova ES01,Strategic,1.134235,45,532187.98,0.0,0.0,0.0,0.0,532187.98,0.0,0.0,0.0,0.7218131875,768.2806043859725,0.0,0.0,0.0,0.0,532187.98,768.2806043859725,531419.699395614,0.0014436263750000002
2023-09,ES01,Hardware,C016,Meridian ES01,Core,2.18475,45,335423.83,0.0,0.0,0.0,0.0,335423.83,0.0,0.0,0.0,0.892521875,598.7462113425626,0.0,0.0,0.0,0.0,335423.83,598.7462113425626,334825.08378865744,0.00178504375
2023-09,ES01,Hardware,C017,Orion ES01,Strategic,1.2359149999999999,45,801626.34,0.0,0.0,0.0,0.0,801626.34,0.0,0.0,0.0,0.7383361875,1183.7394713503575,0.0,0.0,0.0,0.0,801626.34,1183.7394713503575,800442.6005286496,0.001476672375
2023-09,ES01,Hardware,C018,Atlas ES01,Strategic,1.285565,45,704408.47,0.0,0.0,0.0,0.0,704408.47,0.0,0.0,0.0,0.7464043125,1051.5470395390537,0.0,0.0,0.0,0.0,704408.47,1051.5470395390537,703356.9229604609,0.0014928086249999999
2023-09,ES01,Hardware,C019,Nimbus ES01,Core,2.209905,45,461683.4,0.0,0.0,0.0,0.0,461683.4,0.0,0.0,0.0,0.8966095625,827.899502575025,0.0,0.0,0.0,0.0,461683.4,827.899502575025,460855.500497425,0.0017932191250000001
2023-09,ES01,Hardware,C020,Summit ES01,Strategic,1.0,45,1082835.25,0.0,0.0,0.0,0.0,1082835.25,0.0,0.0,0.0,0.7,1515.96935,0.0,0.0,0.0,0.0,1082835.25,1515.96935,1081319.28065,0.0014
2023-09,ES01,Hardware,C021,Cobalt ES01,Core,1.9086199999999998,45,366021.43,0.0,0.0,0.0,0.0,366021.43,0.0,0.0,0.0,0.8476507499999999,620.5166793111449,0.0,0.0,0.0,0.0,366021.43,620.5166793111449,365400.9133206888,0.0016953014999999997
2023-09,ES01,Spare Parts,C027,Cobalt ES01,Core,2.25286,45,315215.75,0.0,0.0,0.0,0.0,315215.75,0.0,0.0,0.0,0.9035897500000001,569.6514414771251,0.0,0.0,0.0,0.0,315215.75,569.6514414771251,314646.0985585229,0.0018071795000000003
2023-09,ES01,Spare Parts,C028,Vertex ES01,Growth,3.0423750000000003,45,306661.36,0.0,0.0,0.0,0.0,306661.36,0.0,0.0,0.0,1.0318859375,632.87908991725,0.0,0.0,0.0,0.0,306661.36,632.87908991725,306028.48091008276,0.0020637718750000002
2023-09,ES01,Spare Parts,C029,Nova ES01,Core,2.341555,45,243392.43,0.0,0.0,0.0,0.0,243392.43,0.0,0.0,0.0,0.9180026875,446.86980971431126,0.0,0.0,0.0,0.0,243392.43,446.86980971431126,242945.56019028567,0.0018360053750000002
2023-09,ES01,Spare Parts,C030,Meridian ES01,Growth,2.7239050000000002,45,173017.8,0.0,0.0,0.0,0.0,173017.8,0.0,0.0,0.0,0.9801345625,339.161451415425,0.0,0.0,0.0,0.0,173017.8,339.161451415425,172678.63854858457,0.001960269125
2023-09,ES01,Spare Parts,C031,Orion ES01,Growth,2.81174,45,187305.13999999998,0.0,0.0,0.0,0.0,187305.13999999998,0.0,0.0,0.0,0.9944077499999999,372.51536566166993,0.0,0.0,0.0,0.0,187305.13999999998,372.51536566166993,186932.6246343383,0.0019888155
2023-09,ES01,Spare Parts,C032,Atlas ES01,Core,2.0051500000000004,45,432011.35,0.0,0.0,0.0,0.0,432011.35,0.0,0.0,0.0,0.8633368750000001,745.9426577470626,0.0,0.0,0.0,0.0,432011.35,745.9426577470626,431265.4073422529,0.0017266737500000004
2023-09,ES01,Spare Parts,C033,Nimbus ES01,Growth,2.8488800000000003,45,168678.68,0.0,0.0,0.0,0.0,168678.68,0.0,0.0,0.0,1.0004430000000002,337.50680931048004,0.0,0.0,0.0,0.0,168678.68,337.50680931048004,168341.1731906895,0.0020008860000000003
2023-09,JP01,Hardware,C060,Keystone JP01,Growth,2.7943000000000002,45,556910.29,0.0,0.0,0.0,0.0,556910.29,0.0,0.0,0.0,0.99157375,1104.435249337775,0.0,0.0,0.0,0.0,556910.29,1104.435249337775,555805.8547506622,0.0019831475
2023-09,JP01,Hardware,C061,Axiom JP01,Core,1.97168,45,643595.21,0.0,0.0,0.0,0.0,643595.21,0.0,0.0,0.0,0.857898,1104.27808693716,0.0,0.0,0.0,0.0,643595.21,1104.27808693716,642490.9319130628,0.0017157960000000001
2023-09,JP01,Hardware,C062,Northstar JP01,Growth,2.8876500000000003,45,629182.94,0.0,0.0,0.0,0.0,629182.94,0.0,0.0,0.0,1.006743125,1266.851198424575,0.0,0.0,0.0,0.0,629182.94,1266.851198424575,627916.0888015754,0.00201348625
2023-09,JP01,Hardware,C063,Kestrel JP01,Growth,2.933765,45,352453.08,0.0,0.0,0.0,0.0,352453.08,0.0,0.0,0.0,1.0142368125,714.9417768300151,0.0,0.0,0.0,0.0,352453.08,714.9417768300151,351738.13822317,0.0020284736250000004
2023-09,JP01,Hardware,C064,Helix JP01,Growth,3.0409900000000003,45,248248.31,0.0,0.0,0.0,0.0,248248.31,0.0,0.0,0.0,1.031660875,512.2161374237426,0.0,0.0,0.0,0.0,248248.31,512.2161374237426,247736.09386257626,0.0020633217500000004
2023-09,JP01,Hardware,C065,Vector JP01,Growth,3.1325000000000003,45,210039.62,0.0,0.0,0.0,0.0,210039.62,0.0,0.0,0.0,1.0465312500000001,439.6260521362501,0.0,0.0,0.0,0.0,210039.62,439.6260521362501,209599.99394786375,0.0020930625000000007
2023-09,JP01,Hardware,C066,Redwood JP01,Growth,3.086145,45,454386.8,0.0,0.0,0.0,0.0,454386.8,0.0,0.0,0.0,1.0389985625,944.2144640379499,0.0,0.0,0.0,0.0,454386.8,944.2144640379499,453442.585535962,0.0020779971249999998
2023-09,JP01,Software,C053,Atlas JP01,Core,2.188565,30,51514.26,0.0,0.0,0.0,0.0,51514.26,0.0,0.0,0.0,0.8931418125,92.01907909199251,0.0,0.0,0.0,0.0,51514.26,92.01907909199251,51422.24092090801,0.0017862836250000002
2023-09,JP01,Software,C054,Nimbus JP01,Core,2.16125,30,66815.66,0.0,0.0,0.0,0.0,66815.66,0.0,0.0,0.0,0.8887031249999999,118.75857168187501,0.0,0.0,0.0,0.0,66815.66,118.75857168187501,66696.90142831813,0.0017774062500000001
2023-09,JP01,Software,C055,Summit JP01,Strategic,1.29925,30,96524.27,0.0,0.0,0.0,0.0,96524.27,0.0,0.0,0.0,0.748628125,144.52156653418749,0.0,0.0,0.0,0.0,96524.27,144.52156653418749,96379.74843346582,0.0014972562499999998
2023-09,JP01,Software,C056,Cobalt JP01,Core,2.1768300000000003,30,103197.34,0.0,0.0,0.0,0.0,103197.34,0.0,0.0,0.0,0.8912348750000001,183.946136830465,0.0,0.0,0.0,0.0,103197.34,183.946136830465,103013.39386316953,0.00178246975
2023-09,JP01,Software,C057,Vertex JP01,Core,2.26337,30,73318.38,0.0,0.0,0.0,0.0,73318.38,0.0,0.0,0.0,0.905297625,132.74991056569502,0.0,0.0,0.0,0.0,73318.38,132.74991056569502,73185.63008943431,0.0018105952500000002
2023-09,JP01,Software,C058,Nova JP01,Core,2.3047950000000004,30,76554.43,0.0,0.0,0.0,0.0,76554.43,0.0,0.0,0.0,0.9120291875000001,139.63974918485124,0.0,0.0,0.0,0.0,76554.43,139.63974918485124,76414.79025081515,0.001824058375
2023-09,JP01,Software,C059,Meridian JP01,Growth,3.295,30,46099.7,0.0,0.0,0.0,0.0,46099.7,0.0,0.0,0.0,1.0729375,98.9241937375,0.0,0.0,0.0,0.0,46099.7,98.9241937375,46000.7758062625,0.002145875
2023-09,JP01,Spare Parts,C067,Orion JP01,Core,2.41448,45,241596.1,0.0,0.0,0.0,0.0,241596.1,0.0,0.0,0.0,0.929853,449.29771674660003,0.0,0.0,0.0,0.0,241596.1,449.29771674660003,241146.8022832534,0.001859706
2023-09,JP01,Spare Parts,C068,Atlas JP01,Core,2.34401,45,380410.18,0.0,0.0,0.0,0.0,380410.18,0.0,0.0,0.0,0.918401625,698.738654957085,0.0,0.0,0.0,0.0,380410.18,698.738654957085,379711.4413450429,0.0018368032500000002
2023-09,JP01,Spare Parts,C069,Nimbus JP01,Growth,3.28588,45,251376.23,0.0,0.0,0.0,0.0,251376.23,0.0,0.0,0.0,1.0714555000000001,538.6768884055301,0.0,0.0,0.0,0.0,251376.23,538.6768884055301,250837.5531115945,0.0021429110000000004
2023-09,JP01,Spare Parts,C070,Summit JP01,Core,1.9708350000000001,45,438861.43,0.0,0.0,0.0,0.0,438861.43,0.0,0.0,0.0,0.8577606875,752.8761638280662,0.0,0.0,0.0,0.0,438861.43,752.8761638280662,438108.5538361719,0.0017155213749999998
2023-09,JP01,Spare Parts,C071,Cobalt JP01,Growth,2.876375,45,281959.0,0.0,0.0,0.0,0.0,281959.0,0.0,0.0,0.0,1.0049109375,566.6873660531251,0.0,0.0,0.0,0.0,281959.0,566.6873660531251,281392.3126339469,0.002009821875
2023-09,JP01,Spare Parts,C072,Vertex JP01,Strategic,1.1821099999999998,45,525053.08,0.0,0.0,0.0,0.0,525053.08,0.0,0.0,0.0,0.7295928749999999,766.1499723296099,0.0,0.0,0.0,0.0,525053.08,766.1499723296099,524286.93002767034,0.00145918575
2023-09,JP01,Spare Parts,C073,Nova JP01,Core,2.219815,45,389095.91,0.0,0.0,0.0,0.0,389095.91,0.0,0.0,0.0,0.8982199375,698.9874079234112,0.0,0.0,0.0,0.0,389095.91,698.9874079234112,388396.9225920766,0.001796439875
2023-09,US01,Events,C048,Northstar US01,Growth,3.1211550000000003,30,79533.79,0.0,0.0,0.0,0.0,79533.79,0.0,0.0,0.0,1.0446876875000002,166.17594230642126,0.0,0.0,0.0,0.0,79533.79,166.17594230642126,79367.61405769357,0.0020893753750000003
2023-09,US01,Events,C049,Kestrel US01,Strategic,1.447995,30,503431.36,0.0,0.0,0.0,0.0,503431.36,0.0,0.0,0.0,0.7727991875,778.1026919400399,0.0,0.0,0.0,0.0,503431.36,778.1026919400399,502653.25730805995,0.0015455983749999998
2023-09,US01,Events,C050,Helix US01,Growth,2.8449999999999998,30,206566.93,0.0,0.0,0.0,0.0,206566.93,0.0,0.0,0.0,0.9998125,413.05639740124997,0.0,0.0,0.0,0.0,206566.93,413.05639740124997,206153.87360259873,0.001999625
2023-09,US01,Events,C051,Vector US01,Growth,2.8275900000000003,30,217920.77,0.0,0.0,0.0,0.0,217920.77,0.0,0.0,0.0,0.9969833750000001,434.5267695143976,0.0,0.0,0.0,0.0,217920.77,434.5267695143976,217486.2432304856,0.0019939667500000007
2023-09,US01,Events,C052,Redwood US01,Growth,2.88081,30,127033.14,0.0,0.0,0.0,0.0,127033.14,0.0,0.0,0.0,1.005631625,255.49708601410498,0.0,0.0,0.0,0.0,127033.14,255.49708601410498,126777.6429139859,0.00201126325
2023-09,US01,Hardware,C041,Summit US01,Growth,2.82761,45,634879.18,0.0,0.0,0.0,0.0,634879.18,0.0,0.0,0.0,0.996986625,1265.932101901935,0.0,0.0,0.0,0.0,634879.18,1265.932101901935,633613.2478980981,0.00199397325
2023-09,US01,Hardware,C042,Cobalt US01,Growth,2.902705,45,381936.33999999997,0.0,0.0,0.0,0.0,381936.33999999997,0.0,0.0,0.0,1.0091895625,770.8923357349024,0.0,0.0,0.0,0.0,381936.33999999997,770.8923357349024,381165.44766426506,0.0020183791249999998
2023-09,US01,Hardware,C043,Vertex US01,Core,2.0013,45,586418.79,0.0,0.0,0.0,0.0,586418.79,0.0,0.0,0.0,0.86271125,1011.8201746887752,0.0,0.0,0.0,0.0,586418.79,1011.8201746887752,585406.9698253112,0.0017254225000000003
2023-09,US01,Hardware,C044,Nova US01,Core,2.11017,45,781490.22,0.0,0.0,0.0,0.0,781490.22,0.0,0.0,0.0,0.880402625,1376.052082199655,0.0,0.0,0.0,0.0,781490.22,1376.052082199655,780114.1679178004,0.00176080525
2023-09,US01,Hardware,C045,Meridian US01,Strategic,1.0499999999999998,45,988010.65,0.0,0.0,0.0,0.0,988010.65,0.0,0.0,0.0,0.7081249999999999,1399.2700830625,0.0,0.0,0.0,0.0,988010.65,1399.2700830625,986611.3799169376,0.00141625
2023-09,US01,Hardware,C046,Orion US01,Core,2.182275,45,1036282.97,0.0,0.0,0.0,0.0,1036282.97,0.0,0.0,0.0,0.8921196875,1848.9768787159437,0.0,0.0,0.0,0.0,1036282.97,1848.9768787159437,1034433.9931212841,0.001784239375
2023-09,US01,Hardware,C047,Atlas US01,Core,2.2454699999999996,45,1159936.06,0.0,0.0,0.0,0.0,1159936.06,0.0,0.0,0.0,0.902388875,2093.426792510665,0.0,0.0,0.0,0.0,1159936.06,2093.426792510665,1157842.6332074895,0.00180477775
2023-09,US01,Software,C034,Kestrel US01,Growth,2.9399699999999998,30,79424.01,0.0,0.0,0.0,0.0,79424.01,0.0,0.0,0.0,1.0152451249999999,161.26967792090247,0.0,0.0,0.0,0.0,79424.01,161.26967792090247,79262.74032207909,0.0020304902499999997
2023-09,US01,Software,C035,Helix US01,Core,2.18574,30,77389.68,0.0,0.0,0.0,0.0,77389.68,0.0,0.0,0.0,0.89268275,138.16886472804,0.0,0.0,0.0,0.0,77389.68,138.16886472804,77251.51113527195,0.0017853655000000003
2023-09,US01,Software,C036,Vector US01,Growth,3.016975,30,69188.08,0.0,0.0,0.0,0.0,69188.08,0.0,0.0,0.0,1.0277584375,142.21726598885,0.0,0.0,0.0,0.0,69188.08,142.21726598885,69045.86273401116,0.002055516875
2023-09,US01,Software,C037,Redwood US01,Core,2.305165,30,108013.23,0.0,0.0,0.0,0.0,108013.23,0.0,0.0,0.0,0.9120893125,197.03542538320875,0.0,0.0,0.0,0.0,108013.23,197.03542538320875,107816.19457461679,0.001824178625
2023-09,US01,Software,C038,Pioneer US01,Strategic,1.2493699999999999,30,230326.73,0.0,0.0,0.0,0.0,230326.73,0.0,0.0,0.0,0.740522625,341.12430941453255,0.0,0.0,0.0,0.0,230326.73,341.12430941453255,229985.60569058548,0.0014810452500000001
2023-09,US01,Software,C039,Keystone US01,Strategic,1.335245,30,153220.68,0.0,0.0,0.0,0.0,153220.68,0.0,0.0,0.0,0.7544773124999999,231.20305373164496,0.0,0.0,0.0,0.0,153220.68,231.20305373164496,152989.47694626835,0.0015089546249999997
2023-09,US01,Software,C040,Axiom US01,Growth,2.8075,30,54633.17,0.0,0.0,0.0,0.0,54633.17,0.0,0.0,0.0,0.99371875,108.58001080187499,0.0,0.0,0.0,0.0,54633.17,108.58001080187499,54524.589989198124,0.0019874375
2023-10,DE01,Hardware,C008,Redwood DE01,Core,2.225305,45,950104.67,0.0,0.0,0.0,0.0,950104.67,0.0,0.0,14.201083023831469,0.8991120625,1708.5011388691637,0.0,0.0,0.0,0.0,950104.67,1708.5011388691637,948396.1688611308,0.001798224125
2023-10,DE01,Hardware,C009,Pioneer DE01,Strategic,1.306745,45,1668724.76,0.0,0.0,0.0,0.0,1668724.76,0.0,0.0,14.187289820041983,0.7498460625,2502.573381364515,0.0,0.0,0.0,0.0,1668724.76,2502.573381364515,1666222.1866186354,0.001499692125
2023-10,DE01,Hardware,C010,Keystone DE01,Growth,3.8942900000000003,45,678752.0700000001,0.0,0.0,0.0,0.0,678752.0700000001,0.0,0.0,14.261913190187398,1.1703221250000002,1588.717129821098,0.0,0.0,0.0,0.0,678752.0700000001,1588.717129821098,677163.352870179,0.0023406442500000005
2023-10,DE01,Hardware,C011,Axiom DE01,Strategic,1.0,45,2267163.39,0.0,0.0,0.0,0.0,2267163.39,0.0,0.0,11.089215144745259,0.7,3174.028746,0.0,0.0,0.0,0.0,2267163.39,3174.028746,2263989.361254,0.0014
2023-10,DE01,Hardware,C012,Northstar DE01,Growth,2.752895,45,889398.6799999999,0.0,0.0,0.0,0.0,889398.6799999999,0.0,0.0,14.978499405913219,0.9848454375,1751.8404642330447,0.0,0.0,0.0,0.0,889398.6799999999,1751.8404642330447,887646.8395357669,0.0019696908749999996
2023-10,DE01,Hardware,C013,Kestrel DE01,Core,1.8694799999999998,45,1605946.12,0.0,0.0,0.0,0.0,1605946.12,0.0,0.0,14.744211530583604,0.8412904999999999,2702.13442853572,0.0,0.0,0.0,0.0,1605946.12,2702.13442853572,1603243.9855714643,0.0016825809999999998
2023-10,DE01,Hardware,C014,Helix DE01,Core,2.0470550000000003,45,1180750.6600000001,0.0,0.0,0.0,0.0,1180750.6600000001,0.0,0.0,14.416786097752423,0.8701464375000001,2054.851960749548,0.0,0.0,0.0,0.0,1180750.6600000001,2054.851960749548,1178695.8080392506,0.0017402928750000005
2023-10,DE01,Software,C001,Meridian DE01,Growth,3.922925,30,87513.93,0.0,0.0,0.0,0.0,87513.93,0.0,0.0,10.876542740110061,1.1749753125,205.65341449970623,0.0,0.0,0.0,0.0,87513.93,205.65341449970623,87308.27658550028,0.002349950625
2023-10,DE01,Software,C002,Orion DE01,Core,1.8911449999999999,30,75874.8,0.0,0.0,0.0,0.0,75874.8,0.0,0.0,0.0,0.8448110624999999,128.19974080995001,0.0,0.0,0.0,0.0,75874.8,128.19974080995001,75746.60025919005,0.0016896221250000001
2023-10,DE01,Software,C003,Atlas DE01,Growth,2.7558400000000005,30,45620.340000000004,0.0,0.0,0.0,0.0,45620.340000000004,0.0,0.0,0.0,0.9853240000000001,89.90163178032002,0.0,0.0,0.0,0.0,45620.340000000004,89.90163178032002,45530.438368219686,0.001970648
2023-10,DE01,Software,C004,Nimbus DE01,Strategic,1.0,30,79349.37999999998,0.0,0.0,0.0,0.0,79349.37999999998,0.0,0.0,0.0,0.7,111.08913199999996,0.0,0.0,0.0,0.0,79349.37999999998,111.08913199999996,79238.29086799998,0.0014
2023-10,DE01,Software,C005,Summit DE01,Core,2.047655,30,81418.7,0.0,0.0,0.0,0.0,81418.7,0.0,0.0,0.0,0.8702439375,141.7082601482625,0.0,0.0,0.0,0.0,81418.7,141.7082601482625,81276.99173985173,0.001740487875
2023-10,DE01,Software,C006,Cobalt DE01,Core,2.081205,30,85551.24,0.0,0.0,0.0,0.0,85551.24,0.0,0.0,0.0,0.8756958125000001,149.833725244365,0.0,0.0,0.0,0.0,85551.24,149.833725244365,85401.40627475565,0.001751391625
2023-10,DE01,Software,C007,Vertex DE01,Core,2.185245,30,62958.99,0.0,0.0,0.0,0.0,62958.99,0.0,0.0,0.0,0.8926023125,112.39468013332875,0.0,0.0,0.0,0.0,62958.99,112.39468013332875,62846.59531986667,0.001785204625
2023-10,ES01,Events,C022,Vector ES01,Strategic,1.0,30,2120103.1,0.0,0.0,0.0,0.0,2120103.1,0.0,0.0,6.365468547260743,0.7,2968.1443400000003,0.0,0.0,0.0,0.0,2120103.1,2968.1443400000003,2117134.95566,0.0014
2023-10,ES01,Events,C023,Redwood ES01,Growth,2.795945,30,1147297.73,0.0,0.0,0.0,0.0,1147297.73,0.0,0.0,7.606723583424156,0.9918410625,2275.873999054076,0.0,0.0,0.0,0.0,1147297.73,2275.873999054076,1145021.856000946,0.001983682125
2023-10,ES01,Events,C024,Pioneer ES01,Strategic,1.02279,30,1498110.32,0.0,0.0,0.0,0.0,1498110.32,0.0,0.0,4.126743816837201,0.703703375,2108.45057661266,0.0,0.0,0.0,0.0,1498110.32,2108.45057661266,1496001.8694233873,0.00140740675
2023-10,ES01,Events,C025,Keystone ES01,Core,2.0810400000000002,30,329230.91,0.0,0.0,0.0,0.0,329230.91,0.0,0.0,17.55358359274346,0.875669,576.59460345758,0.0,0.0,0.0,0.0,329230.91,576.59460345758,328654.31539654237,0.001751338
2023-10,ES01,Events,C026,Axiom ES01,Core,2.21812,30,447380.86,0.0,0.0,0.0,0.0,447380.86,0.0,0.0,7.330988634605424,0.8979444999999999,803.4463652845399,0.0,0.0,0.0,0.0,447380.86,803.4463652845399,446577.4136347154,0.0017958889999999997
2023-10,ES01,Hardware,C015,Nova ES01,Strategic,1.134235,45,1180585.27,0.0,0.0,0.0,0.0,1180585.27,0.0,0.0,13.523495342272057,0.7218131875,1704.3240337084962,0.0,0.0,0.0,0.0,1180585.27,1704.3240337084962,1178880.9459662915,0.001443626375
2023-10,ES01,Hardware,C016,Meridian ES01,Core,2.18475,45,648626.0700000001,0.0,0.0,0.0,0.0,648626.0700000001,0.0,0.0,15.513892156693608,0.892521875,1157.8259123405626,0.0,0.0,0.0,0.0,648626.0700000001,1157.8259123405626,647468.2440876595,0.0017850437499999999
2023-10,ES01,Hardware,C017,Orion ES01,Strategic,1.2359149999999999,45,1737870.48,0.0,0.0,0.0,0.0,1737870.48,0.0,0.0,13.838079693948194,0.7383361875,2566.26532914399,0.0,0.0,0.0,0.0,1737870.48,2566.26532914399,1735304.214670856,0.001476672375
2023-10,ES01,Hardware,C018,Atlas ES01,Strategic,1.285565,45,1403344.3399999999,0.0,0.0,0.0,0.0,1403344.3399999999,0.0,0.0,15.058495265673711,0.7464043125,2094.924534596932,0.0,0.0,0.0,0.0,1403344.3399999999,2094.924534596932,1401249.4154654029,0.0014928086249999999
2023-10,ES01,Hardware,C019,Nimbus ES01,Core,2.209905,45,949274.38,0.0,0.0,0.0,0.0,949274.38,0.0,0.0,14.590620258812843,0.8966095625,1702.2569730885177,0.0,0.0,0.0,0.0,949274.38,1702.2569730885177,947572.1230269115,0.0017932191250000001
2023-10,ES01,Hardware,C020,Summit ES01,Strategic,1.0,45,1765299.98,0.0,0.0,0.0,0.0,1765299.98,0.0,0.0,10.873195670687087,0.7,2471.4199719999997,0.0,0.0,0.0,0.0,1765299.98,2471.4199719999997,1762828.560028,0.0013999999999999998
2023-10,ES01,Hardware,C021,Cobalt ES01,Core,1.9086199999999998,45,765565.8200000001,0.0,0.0,0.0,0.0,765565.8200000001,0.0,0.0,14.34317287049205,0.8476507499999999,1297.86488299473,0.0,0.0,0.0,0.0,765565.8200000001,1297.86488299473,764267.9551170054,0.0016953014999999997
